id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100313;20251212;5;2;14709.42;0.0;0.0;7063.91;2026-02-05;2026-02-09
100314;20251213;2;3;9278.34;0.0;0.0;4597.13;2026-02-16;2026-02-28
100315;20251214;1;1;7076.19;1071.29;689.0;2846.88;2026-01-20;2026-01-29
100316;20251215;1;2;12774.52;924.07;615.39;6467.15;2026-02-09;2026-02-11
100317;20251215;2;1;11624.83;0.0;0.0;6538.91;2026-01-22;2026-02-04
100318;20251216;1;3;8877.12;0.0;0.0;3582.94;2026-02-21;2026-02-20
100319;20251216;5;2;16926.29;0.0;0.0;9662.73;2026-02-09;2026-02-23
100320;20251217;5;1;5344.68;0.0;0.0;3190.11;2026-01-19;
100321;20251217;5;2;3952.28;0.0;0.0;2311.22;2026-02-02;2026-02-08
100322;20251218;2;1;10454.52;0.0;0.0;6052.01;2026-01-26;2026-02-06
100323;20251218;4;3;8099.9;457.36;292.0;4644.58;2026-02-20;
100324;20251218;3;3;12484.15;0.0;0.0;6959.72;2026-02-24;2026-03-01
100325;20251219;3;2;5677.44;0.0;0.0;2529.77;2026-02-05;2026-02-20
100326;20251219;3;2;15183.77;0.0;0.0;7537.38;2026-02-12;2026-02-21
100327;20251220;2;3;7572.77;1746.48;980.26;3121.29;2026-02-22;2026-03-09
100328;20251220;1;3;2669.2;0.0;0.0;1550.8;2026-02-20;2026-03-03
100329;20251220;3;1;9479.14;0.0;0.0;4745.38;2026-01-27;2026-01-27
100330;20251221;4;2;10963.69;0.0;0.0;5801.53;2026-02-16;2026-02-27
100331;20251221;3;2;10638.42;1049.24;485.53;5275.98;2026-02-10;2026-02-22
100332;20251222;5;3;17675.43;0.0;0.0;10087.13;2026-03-03;2026-03-14
100333;20251222;3;2;13859.39;0.0;0.0;5676.89;2026-02-16;2026-03-01
100334;20251222;1;1;8593.55;0.0;0.0;4554.88;2026-01-27;2026-01-26
100335;20251223;2;1;4859.84;0.0;0.0;2167.59;2026-01-26;2026-02-01
100336;20251223;1;3;7666.75;0.0;0.0;3142.16;2026-02-25;2026-02-28
100337;20251223;4;1;6749.16;0.0;0.0;3044.26;2026-01-26;2026-02-06
100338;20251224;4;1;9869.34;896.29;449.78;4684.35;2026-01-29;2026-02-05
100339;20251224;5;1;11328.95;2761.39;1469.66;5472.06;2026-02-01;2026-02-12
100340;20251224;4;1;6738.95;0.0;0.0;3843.85;2026-01-28;2026-02-01
100341;20251225;2;1;15442.95;0.0;0.0;7239.35;2026-02-04;2026-02-19
100342;20251225;5;1;10902.84;0.0;0.0;5423.85;2026-02-03;2026-02-03
100343;20251225;2;2;4457.69;0.0;0.0;2620.72;2026-02-11;
100344;20251226;4;3;11326.84;0.0;0.0;6192.29;2026-03-03;2026-03-02
100345;20251226;4;2;11044.84;0.0;0.0;6021.6;2026-02-20;2026-02-21
100346;20251227;5;1;3680.33;0.0;0.0;2005.08;2026-01-28;2026-02-02
100347;20251227;2;3;16504.34;0.0;0.0;8468.77;2026-03-09;2026-03-18
100348;20251227;5;3;11030.47;1431.08;1005.49;6054.37;2026-03-03;2026-02-28
100349;20251228;1;2;9210.83;632.53;414.83;5369.36;2026-02-17;2026-02-22
100350;20251229;4;1;8191.08;0.0;0.0;4845.99;2026-02-04;2026-02-08
100351;20251230;1;2;14083.96;0.0;0.0;6564.63;2026-02-23;2026-03-08
100352;20251231;3;3;5349.02;0.0;0.0;2943.9;2026-03-04;2026-03-01
