id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
8025;20250914;1;1;1988;198.8;99.4;1192.8;20250914;20250914
8026;20250917;2;1;3867;386.70000000000005;193.35000000000002;2320.2;20250917;20250917
8027;20250920;1;1;1579;157.9;78.95;947.4;20250920;20250920
8028;20250923;1;1;2111;211.10000000000002;105.55000000000001;1266.6;20250923;20250923
8029;20250926;2;2;3119;311.90000000000003;155.95000000000002;1871.3999999999999;20250926;20250926
8030;20250929;1;2;2478;247.8;123.9;1486.8;20250929;20250929
8031;20251002;1;1;4980;498.0;249.0;2988.0;20251002;20251002
8032;20251005;2;2;1671;167.10000000000002;83.55000000000001;1002.5999999999999;20251005;20251005
8033;20251008;1;2;1137;113.7;56.85;682.1999999999999;20251008;20251008
8034;20251011;3;1;4985;498.5;249.25;2991.0;20251011;20251011
8035;20251014;1;1;4074;407.40000000000003;203.70000000000002;2444.4;20251014;20251014
8036;20251017;1;2;3377;337.70000000000005;168.85000000000002;2026.1999999999998;20251017;20251017
8037;20251020;1;1;3612;361.20000000000005;180.60000000000002;2167.2;20251020;20251020
8038;20251023;2;1;1864;186.4;93.2;1118.3999999999999;20251023;20251023
8039;20251026;1;2;1104;110.4;55.2;662.4;20251026;20251026
8040;20251029;1;2;2271;227.10000000000002;113.55000000000001;1362.6;20251029;20251029
8041;20251101;2;1;3164;316.40000000000003;158.20000000000002;1898.3999999999999;20251101;20251101
8042;20251104;3;2;3588;358.8;179.4;2152.7999999999997;20251104;20251104
8043;20251107;2;2;4235;423.5;211.75;2541.0;20251107;20251107
8044;20251110;1;1;4797;479.70000000000005;239.85000000000002;2878.2;20251110;20251110
8045;20251113;2;1;1485;148.5;74.25;891.0;20251113;20251113
8046;20251116;2;2;2596;259.6;129.8;1557.6;20251116;20251116
8047;20251119;2;2;3797;379.70000000000005;189.85000000000002;2278.2;20251119;20251119
8048;20251122;3;1;1363;136.3;68.15;817.8;20251122;20251122
8049;20251125;3;1;2057;205.70000000000002;102.85000000000001;1234.2;20251125;20251125
8050;20251128;2;1;1195;119.5;59.75;717.0;20251128;20251128
8051;20251201;3;1;3048;304.8;152.4;1828.8;20251201;20251201
8052;20251204;1;1;2296;229.60000000000002;114.80000000000001;1377.6;20251204;20251204
8053;20251207;3;1;4753;475.3;237.65;2851.7999999999997;20251207;20251207
8054;20251210;3;1;3160;316.0;158.0;1896.0;20251210;20251210
8055;20251213;3;2;1150;115.0;57.5;690.0;20251213;20251213
8056;20251216;2;1;1211;121.10000000000001;60.550000000000004;726.6;20251216;20251216
8057;20251219;2;2;3469;346.90000000000003;173.45000000000002;2081.4;20251219;20251219
8058;20251222;3;2;3079;307.90000000000003;153.95000000000002;1847.3999999999999;20251222;20251222
8059;20251225;3;2;3724;372.40000000000003;186.20000000000002;2234.4;20251225;20251225
8060;20251228;1;2;2004;200.4;100.2;1202.3999999999999;20251228;20251228
8061;20251231;2;1;1511;151.1;75.55;906.6;20251231;20251231
8062;20260103;3;1;2705;270.5;135.25;1623.0;20260103;20260103
8063;20260106;3;1;2747;274.7;137.35;1648.2;20260106;20260106
8064;20260109;2;2;4347;434.70000000000005;217.35000000000002;2608.2;20260109;20260109
8065;20260112;2;1;1518;151.8;75.9;910.8;20260112;20260112
8066;20260115;1;2;3974;397.40000000000003;198.70000000000002;2384.4;20260115;20260115
8067;20260118;1;1;3859;385.90000000000003;192.95000000000002;2315.4;20260118;20260118
8068;20260121;1;1;2319;231.9;115.95;1391.3999999999999;20260121;20260121
8069;20260124;1;2;1363;136.3;68.15;817.8;20260124;20260124
8070;20260127;3;1;2800;280.0;140.0;1680.0;20260127;20260127
8071;20260130;2;1;3901;390.1;195.05;2340.6;20260130;20260130
8072;20260202;2;2;4756;475.6;237.8;2853.6;20260202;20260202
8073;20260205;2;1;3278;327.8;163.9;1966.8;20260205;20260205
8074;20260208;3;2;3422;342.20000000000005;171.10000000000002;2053.2;20260208;20260208
8075;20260211;3;2;3562;356.20000000000005;178.10000000000002;2137.2;20260211;20260211
8076;20260214;2;1;1173;117.30000000000001;58.650000000000006;703.8;20260214;20260214
8077;20260217;1;2;2546;254.60000000000002;127.30000000000001;1527.6;20260217;20260217
8078;20260220;1;2;3563;356.3;178.15;2137.7999999999997;20260220;20260220
8079;20260223;2;1;3745;374.5;187.25;2247.0;20260223;20260223
8080;20260226;2;1;4953;495.3;247.65;2971.7999999999997;20260226;20260226
8081;20260301;2;2;2598;259.8;129.9;1558.8;20260301;20260301
8082;20260304;3;1;4085;408.5;204.25;2451.0;20260304;20260304
8083;20260307;3;2;2467;246.70000000000002;123.35000000000001;1480.2;20260307;20260307
8084;20260310;3;2;1104;110.4;55.2;662.4;20260310;20260310
8085;20260313;2;1;3801;380.1;190.05;2280.6;20260313;20260313
8086;20260316;1;1;4197;419.70000000000005;209.85000000000002;2518.2;20260316;20260316
8087;20260319;1;2;4157;415.70000000000005;207.85000000000002;2494.2;20260319;20260319
8088;20260322;2;2;4927;492.70000000000005;246.35000000000002;2956.2;20260322;20260322
8089;20260325;3;1;2995;299.5;149.75;1797.0;20260325;20260325
8090;20260328;2;2;3238;323.8;161.9;1942.8;20260328;20260328
8091;20260331;3;1;1825;182.5;91.25;1095.0;20260331;20260331
8092;20260403;3;1;4727;472.70000000000005;236.35000000000002;2836.2;20260403;20260403
8093;20260406;2;2;4742;474.20000000000005;237.10000000000002;2845.2;20260406;20260406
8094;20260409;3;2;3961;396.1;198.05;2376.6;20260409;20260409
8095;20260412;2;2;1880;188.0;94.0;1128.0;20260412;20260412
8096;20260415;1;1;4317;431.70000000000005;215.85000000000002;2590.2;20260415;20260415
8097;20260418;2;2;2866;286.6;143.3;1719.6;20260418;20260418
8098;20260421;1;1;1701;170.10000000000002;85.05000000000001;1020.5999999999999;20260421;20260421
8099;20260424;2;1;1423;142.3;71.15;853.8;20260424;20260424
8100;20260427;3;1;3668;366.8;183.4;2200.7999999999997;20260427;20260427
8101;20260430;1;2;1563;156.3;78.15;937.8;20260430;20260430
