id_movimentacao;id_medicamento;id_tempo;id_unidade;quantidade_saida;saldo_atual
30191;3;20250707;2;23;899
30192;3;20250707;3;25;912
30193;3;20250707;4;23;898
30194;3;20250707;5;14;894
30195;4;20250707;1;19;862
30196;4;20250707;2;13;898
30197;4;20250707;3;4;890
30198;4;20250707;4;14;892
30199;4;20250707;5;2;927
30200;5;20250707;1;10;900
30201;5;20250707;2;19;876
30202;5;20250707;3;5;897
30203;5;20250707;4;16;899
30204;5;20250707;5;13;922
30205;6;20250707;1;23;888
30206;6;20250707;2;25;910
30207;6;20250707;3;23;902
30208;6;20250707;4;10;913
30209;6;20250707;5;20;883
30210;1;20250708;1;15;900
30211;1;20250708;2;22;876
30212;1;20250708;3;5;893
30213;1;20250708;4;17;893
30214;1;20250708;5;21;902
30215;2;20250708;1;15;891
30216;2;20250708;2;10;926
30217;2;20250708;3;3;906
30218;2;20250708;4;24;895
30219;2;20250708;5;13;886
30220;3;20250708;1;8;895
30221;3;20250708;2;16;883
30222;3;20250708;3;16;896
30223;3;20250708;4;9;889
30224;3;20250708;5;13;881
30225;4;20250708;1;5;857
30226;4;20250708;2;23;875
30227;4;20250708;3;13;877
30228;4;20250708;4;19;873
30229;4;20250708;5;22;905
30230;5;20250708;1;13;887
30231;5;20250708;2;3;873
30232;5;20250708;3;14;883
30233;5;20250708;4;10;889
30234;5;20250708;5;8;914
30235;6;20250708;1;5;883
30236;6;20250708;2;16;894
30237;6;20250708;3;4;898
30238;6;20250708;4;23;890
30239;6;20250708;5;8;875
30240;1;20250709;1;20;880
30241;1;20250709;2;12;864
30242;1;20250709;3;2;891
30243;1;20250709;4;7;886
30244;1;20250709;5;10;892
30245;2;20250709;1;3;888
30246;2;20250709;2;6;920
30247;2;20250709;3;25;881
30248;2;20250709;4;15;880
30249;2;20250709;5;18;868
30250;3;20250709;1;5;890
30251;3;20250709;2;25;858
30252;3;20250709;3;4;892
30253;3;20250709;4;17;872
30254;3;20250709;5;16;865
30255;4;20250709;1;13;844
30256;4;20250709;2;18;857
30257;4;20250709;3;20;857
30258;4;20250709;4;5;868
30259;4;20250709;5;16;889
30260;5;20250709;1;18;869
30261;5;20250709;2;9;864
30262;5;20250709;3;21;862
30263;5;20250709;4;3;886
30264;5;20250709;5;25;889
30265;6;20250709;1;23;860
30266;6;20250709;2;18;876
30267;6;20250709;3;11;887
30268;6;20250709;4;16;874
30269;6;20250709;5;22;853
30270;1;20250710;1;13;867
30271;1;20250710;2;19;845
30272;1;20250710;3;13;878
30273;1;20250710;4;5;881
30274;1;20250710;5;10;882
30275;2;20250710;1;20;868
30276;2;20250710;2;9;911
30277;2;20250710;3;15;866
30278;2;20250710;4;19;861
30279;2;20250710;5;21;847
30280;3;20250710;1;21;869
30281;3;20250710;2;23;835
30282;3;20250710;3;22;870
30283;3;20250710;4;19;853
30284;3;20250710;5;2;863
30285;4;20250710;1;21;823
30286;4;20250710;2;23;834
30287;4;20250710;3;24;833
30288;4;20250710;4;10;858
30289;4;20250710;5;2;887
30290;5;20250710;1;7;862
30291;5;20250710;2;10;854
30292;5;20250710;3;24;838
30293;5;20250710;4;11;875
30294;5;20250710;5;12;877
30295;6;20250710;1;13;847
30296;6;20250710;2;2;874
30297;6;20250710;3;7;880
30298;6;20250710;4;6;868
30299;6;20250710;5;20;833
30300;1;20250711;1;20;847
30301;1;20250711;2;14;831
30302;1;20250711;3;24;854
30303;1;20250711;4;22;859
30304;1;20250711;5;15;867
30305;2;20250711;1;11;857
30306;2;20250711;2;5;906
30307;2;20250711;3;14;852
30308;2;20250711;4;2;859
30309;2;20250711;5;12;835
30310;3;20250711;1;7;862
30311;3;20250711;2;21;814
30312;3;20250711;3;16;854
30313;3;20250711;4;24;829
30314;3;20250711;5;13;850
30315;4;20250711;1;4;819
30316;4;20250711;2;15;819
30317;4;20250711;3;5;828
30318;4;20250711;4;9;849
30319;4;20250711;5;15;872
30320;5;20250711;1;20;842
30321;5;20250711;2;14;840
30322;5;20250711;3;18;820
30323;5;20250711;4;4;871
30324;5;20250711;5;14;863
30325;6;20250711;1;11;836
30326;6;20250711;2;25;849
30327;6;20250711;3;12;868
30328;6;20250711;4;9;859
30329;6;20250711;5;12;821
30330;1;20250712;1;4;843
30331;1;20250712;2;21;810
30332;1;20250712;3;21;833
30333;1;20250712;4;18;841
30334;1;20250712;5;14;853
30335;2;20250712;1;16;841
30336;2;20250712;2;20;886
30337;2;20250712;3;19;833
30338;2;20250712;4;25;834
30339;2;20250712;5;3;832
30340;3;20250712;1;16;846
30341;3;20250712;2;20;794
30342;3;20250712;3;22;832
30343;3;20250712;4;8;821
30344;3;20250712;5;12;838
30345;4;20250712;1;21;798
30346;4;20250712;2;17;802
30347;4;20250712;3;18;810
30348;4;20250712;4;6;843
30349;4;20250712;5;3;869
30350;5;20250712;1;16;826
30351;5;20250712;2;5;835
30352;5;20250712;3;12;808
30353;5;20250712;4;24;847
30354;5;20250712;5;4;859
30355;6;20250712;1;18;818
30356;6;20250712;2;22;827
30357;6;20250712;3;7;861
30358;6;20250712;4;3;856
30359;6;20250712;5;9;812
30360;1;20250713;1;3;840
30361;1;20250713;2;23;787
30362;1;20250713;3;12;821
30363;1;20250713;4;21;820
30364;1;20250713;5;6;847
30365;2;20250713;1;21;820
30366;2;20250713;2;14;872
30367;2;20250713;3;6;827
30368;2;20250713;4;7;827
30369;2;20250713;5;7;825
30370;3;20250713;1;24;822
30371;3;20250713;2;21;773
30372;3;20250713;3;7;825
30373;3;20250713;4;25;796
30374;3;20250713;5;16;822
30375;4;20250713;1;3;795
30376;4;20250713;2;15;787
30377;4;20250713;3;13;797
30378;4;20250713;4;23;820
30379;4;20250713;5;25;844
30380;5;20250713;1;9;817
30381;5;20250713;2;16;819
30382;5;20250713;3;21;787
30383;5;20250713;4;11;836
30384;5;20250713;5;25;834
30385;6;20250713;1;16;802
30386;6;20250713;2;9;818
30387;6;20250713;3;19;842
30388;6;20250713;4;9;847
30389;6;20250713;5;11;801
30390;1;20250714;1;11;829
30391;1;20250714;2;17;770
30392;1;20250714;3;24;797
30393;1;20250714;4;6;814
30394;1;20250714;5;24;823
30395;2;20250714;1;17;803
30396;2;20250714;2;16;856
30397;2;20250714;3;21;806
30398;2;20250714;4;2;825
30399;2;20250714;5;4;821
30400;3;20250714;1;2;820
30401;3;20250714;2;10;763
30402;3;20250714;3;8;817
30403;3;20250714;4;6;790
30404;3;20250714;5;19;803
30405;4;20250714;1;25;770
30406;4;20250714;2;21;766
30407;4;20250714;3;18;779
30408;4;20250714;4;15;805
30409;4;20250714;5;5;839
30410;5;20250714;1;11;806
30411;5;20250714;2;9;810
30412;5;20250714;3;11;776
30413;5;20250714;4;5;831
30414;5;20250714;5;3;831
30415;6;20250714;1;9;793
30416;6;20250714;2;15;803
30417;6;20250714;3;22;820
30418;6;20250714;4;21;826
30419;6;20250714;5;16;785
30420;1;20250715;1;22;807
30421;1;20250715;2;12;758
30422;1;20250715;3;10;787
30423;1;20250715;4;5;809
30424;1;20250715;5;13;810
30425;2;20250715;1;15;788
30426;2;20250715;2;14;842
30427;2;20250715;3;25;781
30428;2;20250715;4;16;809
30429;2;20250715;5;14;807
30430;3;20250715;1;12;808
30431;3;20250715;2;7;756
30432;3;20250715;3;17;800
30433;3;20250715;4;24;766
30434;3;20250715;5;17;786
30435;4;20250715;1;13;757
30436;4;20250715;2;18;748
30437;4;20250715;3;10;769
30438;4;20250715;4;4;801
30439;4;20250715;5;25;814
30440;5;20250715;1;15;791
30441;5;20250715;2;4;806
30442;5;20250715;3;15;761
30443;5;20250715;4;21;810
30444;5;20250715;5;7;824
30445;6;20250715;1;19;774
30446;6;20250715;2;11;792
30447;6;20250715;3;12;808
30448;6;20250715;4;5;821
30449;6;20250715;5;4;781
30450;1;20250716;1;19;788
30451;1;20250716;2;19;739
30452;1;20250716;3;11;776
30453;1;20250716;4;11;798
30454;1;20250716;5;7;803
30455;2;20250716;1;24;764
30456;2;20250716;2;24;818
30457;2;20250716;3;24;757
30458;2;20250716;4;22;787
30459;2;20250716;5;7;800
30460;3;20250716;1;13;795
30461;3;20250716;2;18;738
30462;3;20250716;3;9;791
30463;3;20250716;4;5;761
30464;3;20250716;5;8;778
30465;4;20250716;1;6;751
30466;4;20250716;2;9;739
30467;4;20250716;3;17;752
30468;4;20250716;4;2;799
30469;4;20250716;5;13;801
30470;5;20250716;1;19;772
30471;5;20250716;2;20;786
30472;5;20250716;3;13;748
30473;5;20250716;4;16;794
30474;5;20250716;5;19;805
30475;6;20250716;1;6;768
30476;6;20250716;2;21;771
30477;6;20250716;3;4;804
30478;6;20250716;4;4;817
30479;6;20250716;5;11;770
30480;1;20250717;1;21;767
30481;1;20250717;2;12;727
30482;1;20250717;3;20;756
30483;1;20250717;4;3;795
30484;1;20250717;5;2;801
30485;2;20250717;1;4;760
30486;2;20250717;2;3;815
30487;2;20250717;3;22;735
30488;2;20250717;4;20;767
30489;2;20250717;5;10;790
30490;3;20250717;1;22;773
30491;3;20250717;2;8;730
30492;3;20250717;3;20;771
30493;3;20250717;4;15;746
30494;3;20250717;5;21;757
30495;4;20250717;1;22;729
30496;4;20250717;2;2;737
30497;4;20250717;3;17;735
30498;4;20250717;4;22;777
30499;4;20250717;5;19;782
30500;5;20250717;1;11;761
30501;5;20250717;2;22;764
30502;5;20250717;3;11;737
30503;5;20250717;4;17;777
30504;5;20250717;5;9;796
30505;6;20250717;1;23;745
30506;6;20250717;2;14;757
30507;6;20250717;3;11;793
30508;6;20250717;4;16;801
30509;6;20250717;5;4;766
30510;1;20250718;1;5;762
30511;1;20250718;2;15;712
30512;1;20250718;3;6;750
30513;1;20250718;4;10;785
30514;1;20250718;5;25;776
30515;2;20250718;1;13;747
30516;2;20250718;2;14;801
30517;2;20250718;3;13;722
30518;2;20250718;4;3;764
30519;2;20250718;5;14;776
30520;3;20250718;1;3;770
30521;3;20250718;2;20;710
30522;3;20250718;3;19;752
30523;3;20250718;4;8;738
30524;3;20250718;5;13;744
30525;4;20250718;1;19;710
30526;4;20250718;2;11;726
30527;4;20250718;3;4;731
30528;4;20250718;4;14;763
30529;4;20250718;5;18;764
30530;5;20250718;1;16;745
30531;5;20250718;2;19;745
30532;5;20250718;3;10;727
30533;5;20250718;4;21;756
30534;5;20250718;5;23;773
30535;6;20250718;1;21;724
30536;6;20250718;2;5;752
30537;6;20250718;3;6;787
30538;6;20250718;4;5;796
30539;6;20250718;5;14;752
30540;1;20250719;1;7;755
30541;1;20250719;2;16;696
30542;1;20250719;3;19;731
30543;1;20250719;4;12;773
30544;1;20250719;5;19;757
30545;2;20250719;1;13;734
30546;2;20250719;2;23;778
30547;2;20250719;3;25;697
30548;2;20250719;4;23;741
30549;2;20250719;5;22;754
30550;3;20250719;1;24;746
30551;3;20250719;2;10;700
30552;3;20250719;3;21;731
30553;3;20250719;4;17;721
30554;3;20250719;5;8;736
30555;4;20250719;1;9;701
30556;4;20250719;2;10;716
30557;4;20250719;3;19;712
30558;4;20250719;4;11;752
30559;4;20250719;5;9;755
30560;5;20250719;1;11;734
30561;5;20250719;2;11;734
30562;5;20250719;3;24;703
30563;5;20250719;4;8;748
30564;5;20250719;5;24;749
30565;6;20250719;1;24;700
30566;6;20250719;2;17;735
30567;6;20250719;3;12;775
30568;6;20250719;4;17;779
30569;6;20250719;5;13;739
30570;1;20250720;1;3;752
30571;1;20250720;2;7;689
30572;1;20250720;3;15;716
30573;1;20250720;4;7;766
30574;1;20250720;5;3;754
30575;2;20250720;1;14;720
30576;2;20250720;2;17;761
30577;2;20250720;3;7;690
30578;2;20250720;4;25;716
30579;2;20250720;5;11;743
30580;3;20250720;1;3;743
30581;3;20250720;2;2;698
30582;3;20250720;3;11;720
30583;3;20250720;4;20;701
30584;3;20250720;5;21;715
30585;4;20250720;1;5;696
30586;4;20250720;2;12;704
30587;4;20250720;3;11;701
30588;4;20250720;4;16;736
30589;4;20250720;5;22;733
30590;5;20250720;1;19;715
30591;5;20250720;2;18;716
30592;5;20250720;3;17;686
30593;5;20250720;4;6;742
30594;5;20250720;5;18;731
30595;6;20250720;1;16;684
30596;6;20250720;2;10;725
30597;6;20250720;3;8;767
30598;6;20250720;4;5;774
30599;6;20250720;5;12;727
30600;1;20250721;1;21;731
30601;1;20250721;2;4;685
30602;1;20250721;3;18;698
30603;1;20250721;4;16;750
30604;1;20250721;5;18;736
30605;2;20250721;1;24;696
30606;2;20250721;2;13;748
30607;2;20250721;3;4;686
30608;2;20250721;4;20;696
30609;2;20250721;5;5;738
30610;3;20250721;1;3;740
30611;3;20250721;2;19;679
30612;3;20250721;3;18;702
30613;3;20250721;4;8;693
30614;3;20250721;5;20;695
30615;4;20250721;1;19;677
30616;4;20250721;2;6;698
30617;4;20250721;3;7;694
30618;4;20250721;4;12;724
30619;4;20250721;5;18;715
30620;5;20250721;1;16;699
30621;5;20250721;2;5;711
30622;5;20250721;3;23;663
30623;5;20250721;4;8;734
30624;5;20250721;5;24;707
30625;6;20250721;1;20;664
30626;6;20250721;2;17;708
30627;6;20250721;3;4;763
30628;6;20250721;4;18;756
30629;6;20250721;5;16;711
30630;1;20250722;1;9;722
30631;1;20250722;2;9;676
30632;1;20250722;3;16;682
30633;1;20250722;4;13;737
30634;1;20250722;5;6;730
30635;2;20250722;1;10;686
30636;2;20250722;2;8;740
30637;2;20250722;3;25;661
30638;2;20250722;4;5;691
30639;2;20250722;5;3;735
30640;3;20250722;1;23;717
30641;3;20250722;2;15;664
30642;3;20250722;3;21;681
30643;3;20250722;4;2;691
30644;3;20250722;5;9;686
30645;4;20250722;1;8;669
30646;4;20250722;2;4;694
30647;4;20250722;3;5;689
30648;4;20250722;4;21;703
30649;4;20250722;5;3;712
30650;5;20250722;1;16;683
30651;5;20250722;2;21;690
30652;5;20250722;3;23;640
30653;5;20250722;4;24;710
30654;5;20250722;5;3;704
30655;6;20250722;1;9;655
30656;6;20250722;2;25;683
30657;6;20250722;3;3;760
30658;6;20250722;4;14;742
30659;6;20250722;5;16;695
30660;1;20250723;1;18;704
30661;1;20250723;2;12;664
30662;1;20250723;3;24;658
30663;1;20250723;4;15;722
30664;1;20250723;5;15;715
30665;2;20250723;1;6;680
30666;2;20250723;2;11;729
30667;2;20250723;3;14;647
30668;2;20250723;4;7;684
30669;2;20250723;5;19;716
30670;3;20250723;1;17;700
30671;3;20250723;2;9;655
30672;3;20250723;3;9;672
30673;3;20250723;4;11;680
30674;3;20250723;5;24;662
30675;4;20250723;1;6;663
30676;4;20250723;2;16;678
30677;4;20250723;3;3;686
30678;4;20250723;4;19;684
30679;4;20250723;5;15;697
30680;5;20250723;1;15;668
30681;5;20250723;2;19;671
30682;5;20250723;3;18;622
30683;5;20250723;4;6;704
30684;5;20250723;5;14;690
30685;6;20250723;1;9;646
30686;6;20250723;2;10;673
30687;6;20250723;3;8;752
30688;6;20250723;4;12;730
30689;6;20250723;5;22;673
30690;1;20250724;1;14;690
30691;1;20250724;2;9;655
30692;1;20250724;3;19;639
30693;1;20250724;4;12;710
30694;1;20250724;5;11;704
30695;2;20250724;1;14;666
30696;2;20250724;2;16;713
30697;2;20250724;3;19;628
30698;2;20250724;4;22;662
30699;2;20250724;5;13;703
30700;3;20250724;1;11;689
30701;3;20250724;2;10;645
30702;3;20250724;3;13;659
30703;3;20250724;4;18;662
30704;3;20250724;5;17;645
30705;4;20250724;1;16;647
30706;4;20250724;2;5;673
30707;4;20250724;3;25;661
30708;4;20250724;4;17;667
30709;4;20250724;5;12;685
30710;5;20250724;1;8;660
30711;5;20250724;2;13;658
30712;5;20250724;3;12;610
30713;5;20250724;4;15;689
30714;5;20250724;5;3;687
30715;6;20250724;1;20;626
30716;6;20250724;2;9;664
30717;6;20250724;3;25;727
30718;6;20250724;4;6;724
30719;6;20250724;5;2;671
30720;1;20250725;1;2;688
30721;1;20250725;2;15;640
30722;1;20250725;3;6;633
30723;1;20250725;4;22;688
30724;1;20250725;5;9;695
30725;2;20250725;1;4;662
30726;2;20250725;2;24;689
30727;2;20250725;3;6;622
30728;2;20250725;4;2;660
30729;2;20250725;5;8;695
30730;3;20250725;1;18;671
30731;3;20250725;2;16;629
30732;3;20250725;3;13;646
30733;3;20250725;4;3;659
30734;3;20250725;5;21;624
30735;4;20250725;1;22;625
30736;4;20250725;2;23;650
30737;4;20250725;3;21;640
30738;4;20250725;4;17;650
30739;4;20250725;5;23;662
30740;5;20250725;1;17;643
30741;5;20250725;2;2;656
30742;5;20250725;3;2;608
30743;5;20250725;4;19;670
30744;5;20250725;5;19;668
30745;6;20250725;1;15;611
30746;6;20250725;2;2;662
30747;6;20250725;3;2;725
30748;6;20250725;4;18;706
30749;6;20250725;5;25;646
30750;1;20250726;1;18;670
30751;1;20250726;2;3;637
30752;1;20250726;3;9;624
30753;1;20250726;4;8;680
30754;1;20250726;5;24;671
30755;2;20250726;1;20;642
30756;2;20250726;2;17;672
30757;2;20250726;3;10;612
30758;2;20250726;4;3;657
30759;2;20250726;5;4;691
30760;3;20250726;1;23;648
30761;3;20250726;2;10;619
30762;3;20250726;3;19;627
30763;3;20250726;4;20;639
30764;3;20250726;5;23;601
30765;4;20250726;1;3;622
30766;4;20250726;2;7;643
30767;4;20250726;3;12;628
30768;4;20250726;4;2;648
30769;4;20250726;5;8;654
30770;5;20250726;1;20;623
30771;5;20250726;2;6;650
30772;5;20250726;3;24;584
30773;5;20250726;4;14;656
30774;5;20250726;5;4;664
30775;6;20250726;1;11;600
30776;6;20250726;2;7;655
30777;6;20250726;3;20;705
30778;6;20250726;4;9;697
30779;6;20250726;5;20;626
30780;1;20250727;1;12;658
30781;1;20250727;2;21;616
30782;1;20250727;3;14;610
30783;1;20250727;4;12;668
30784;1;20250727;5;16;655
30785;2;20250727;1;12;630
30786;2;20250727;2;15;657
30787;2;20250727;3;22;590
30788;2;20250727;4;21;636
30789;2;20250727;5;6;685
30790;3;20250727;1;11;637
30791;3;20250727;2;12;607
30792;3;20250727;3;21;606
30793;3;20250727;4;24;615
30794;3;20250727;5;8;593
30795;4;20250727;1;17;605
30796;4;20250727;2;12;631
30797;4;20250727;3;7;621
30798;4;20250727;4;14;634
30799;4;20250727;5;12;642
30800;5;20250727;1;11;612
30801;5;20250727;2;25;625
30802;5;20250727;3;24;560
30803;5;20250727;4;22;634
30804;5;20250727;5;17;647
30805;6;20250727;1;20;580
30806;6;20250727;2;9;646
30807;6;20250727;3;12;693
30808;6;20250727;4;14;683
30809;6;20250727;5;10;616
30810;1;20250728;1;4;654
30811;1;20250728;2;5;611
30812;1;20250728;3;25;585
30813;1;20250728;4;6;662
30814;1;20250728;5;13;642
30815;2;20250728;1;11;619
30816;2;20250728;2;12;645
30817;2;20250728;3;16;574
30818;2;20250728;4;8;628
30819;2;20250728;5;18;667
30820;3;20250728;1;17;620
30821;3;20250728;2;13;594
30822;3;20250728;3;17;589
30823;3;20250728;4;5;610
30824;3;20250728;5;16;577
30825;4;20250728;1;25;580
30826;4;20250728;2;24;607
30827;4;20250728;3;16;605
30828;4;20250728;4;12;622
30829;4;20250728;5;4;638
30830;5;20250728;1;11;601
30831;5;20250728;2;3;622
30832;5;20250728;3;24;536
30833;5;20250728;4;5;629
30834;5;20250728;5;2;645
30835;6;20250728;1;12;568
30836;6;20250728;2;22;624
30837;6;20250728;3;5;688
30838;6;20250728;4;23;660
30839;6;20250728;5;7;609
30840;1;20250729;1;13;641
30841;1;20250729;2;2;609
30842;1;20250729;3;17;568
30843;1;20250729;4;6;656
30844;1;20250729;5;8;634
30845;2;20250729;1;14;605
30846;2;20250729;2;19;626
30847;2;20250729;3;18;556
30848;2;20250729;4;22;606
30849;2;20250729;5;17;650
30850;3;20250729;1;15;605
30851;3;20250729;2;23;571
30852;3;20250729;3;17;572
30853;3;20250729;4;15;595
30854;3;20250729;5;24;553
30855;4;20250729;1;16;564
30856;4;20250729;2;17;590
30857;4;20250729;3;7;598
30858;4;20250729;4;4;618
30859;4;20250729;5;20;618
30860;5;20250729;1;2;599
30861;5;20250729;2;9;613
30862;5;20250729;3;11;525
30863;5;20250729;4;3;626
30864;5;20250729;5;10;635
30865;6;20250729;1;9;559
30866;6;20250729;2;19;605
30867;6;20250729;3;11;677
30868;6;20250729;4;7;653
30869;6;20250729;5;16;593
30870;1;20250730;1;5;636
30871;1;20250730;2;6;603
30872;1;20250730;3;15;553
30873;1;20250730;4;3;653
30874;1;20250730;5;10;624
30875;2;20250730;1;22;583
30876;2;20250730;2;6;620
30877;2;20250730;3;24;532
30878;2;20250730;4;6;600
30879;2;20250730;5;9;641
30880;3;20250730;1;6;599
30881;3;20250730;2;24;547
30882;3;20250730;3;12;560
30883;3;20250730;4;9;586
30884;3;20250730;5;23;530
30885;4;20250730;1;14;550
30886;4;20250730;2;17;573
30887;4;20250730;3;6;592
30888;4;20250730;4;20;598
30889;4;20250730;5;22;596
30890;5;20250730;1;10;589
30891;5;20250730;2;22;591
30892;5;20250730;3;15;510
30893;5;20250730;4;14;612
30894;5;20250730;5;16;619
30895;6;20250730;1;4;555
30896;6;20250730;2;22;583
30897;6;20250730;3;4;673
30898;6;20250730;4;14;639
30899;6;20250730;5;18;575
30900;1;20250731;1;25;611
30901;1;20250731;2;24;579
30902;1;20250731;3;9;544
30903;1;20250731;4;15;638
30904;1;20250731;5;22;602
30905;2;20250731;1;4;579
30906;2;20250731;2;24;596
30907;2;20250731;3;5;527
30908;2;20250731;4;2;598
30909;2;20250731;5;8;633
30910;3;20250731;1;17;582
30911;3;20250731;2;4;543
30912;3;20250731;3;6;554
30913;3;20250731;4;20;566
30914;3;20250731;5;9;521
30915;4;20250731;1;18;532
30916;4;20250731;2;23;550
30917;4;20250731;3;16;576
30918;4;20250731;4;2;596
30919;4;20250731;5;2;594
30920;5;20250731;1;24;565
30921;5;20250731;2;12;579
30922;5;20250731;3;5;505
30923;5;20250731;4;15;597
30924;5;20250731;5;24;595
30925;6;20250731;1;6;549
30926;6;20250731;2;17;566
