id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100043;20250721;2;3;9145.41;0.0;0.0;4641.33;2025-09-25;2025-09-28
100044;20250722;4;3;11415.12;0.0;0.0;6699.72;2025-10-02;2025-10-14
100045;20250722;5;2;10001.9;0.0;0.0;4446.23;2025-09-12;2025-09-09
100046;20250723;5;3;7176.26;0.0;0.0;2957.99;2025-09-27;2025-09-29
100047;20250724;5;3;6135.08;0.0;0.0;3566.98;2025-09-27;2025-09-24
100048;20250725;5;3;7208.38;0.0;0.0;3939.77;2025-09-27;2025-09-28
100049;20250726;5;2;2458.04;0.0;0.0;1208.86;2025-09-11;2025-09-15
100050;20250726;1;3;11735.22;0.0;0.0;5712.49;2025-10-05;2025-10-20
100051;20250727;5;1;7825.8;0.0;0.0;4357.23;2025-09-02;2025-09-11
100052;20250727;2;2;4762.66;0.0;0.0;2652.27;2025-09-13;2025-09-10
100053;20250727;3;2;3999.26;0.0;0.0;1888.55;2025-09-13;2025-09-25
100054;20250728;2;2;13204.25;0.0;0.0;7170.53;2025-09-23;2025-09-22
100055;20250728;5;2;1666.34;0.0;0.0;854.24;2025-09-12;2025-09-21
100056;20250728;5;3;17713.08;0.0;0.0;8307.32;2025-10-08;2025-10-08
100057;20250729;4;1;10346.6;0.0;0.0;4147.85;2025-09-05;2025-09-10
100058;20250729;5;2;13977.15;0.0;0.0;7259.65;2025-09-22;2025-10-07
100059;20250729;2;3;6677.2;0.0;0.0;2918.94;2025-10-03;2025-10-05
100060;20250730;5;2;2362.2;526.91;189.0;1328.45;2025-09-14;2025-09-29
100061;20250730;2;3;3955.13;0.0;0.0;1813.53;2025-10-01;2025-10-14
100062;20250731;1;2;16948.48;0.0;0.0;7873.81;2025-09-24;2025-10-08
100063;20250731;4;2;2486.68;0.0;0.0;1035.66;2025-09-16;2025-09-18
