id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100521;20260326;4;2;1996.41;0.0;0.0;977.37;2026-05-11;2026-05-17
100522;20260327;1;2;15444.21;0.0;0.0;6902.85;2026-05-21;2026-05-28
100523;20260327;5;2;16237.19;0.0;0.0;9554.27;2026-05-21;2026-05-25
100524;20260327;5;1;14099.2;0.0;0.0;6795.58;2026-05-06;2026-05-20
100525;20260328;2;1;3195.15;0.0;0.0;1640.12;2026-04-30;2026-05-01
100526;20260328;2;2;3670.94;0.0;0.0;1929.45;2026-05-15;2026-05-12
100527;20260329;4;1;13008.16;0.0;0.0;5300.93;2026-05-08;2026-05-15
100528;20260329;2;1;10315.26;0.0;0.0;4407.28;2026-05-05;2026-05-14
100529;20260329;4;1;6537.7;0.0;0.0;3629.61;2026-05-03;2026-05-11
100530;20260330;3;3;11411.54;0.0;0.0;5509.31;2026-06-06;2026-06-08
100531;20260330;2;1;17979.31;0.0;0.0;9666.01;2026-05-10;2026-05-24
100532;20260331;5;1;10581.9;0.0;0.0;5816.74;2026-05-06;2026-05-20
100533;20260331;3;1;10796.49;0.0;0.0;4755.54;2026-05-07;2026-05-13
100534;20260331;4;1;7642.92;0.0;0.0;4101.37;2026-05-09;2026-05-17
