id_escala;id_medico;id_tempo;status_presenca;horas_atraso
151986;1;20250908;Presente;0
111183;2;20250908;Falta Justificada;0
158781;3;20250908;Presente;0
117510;1;20250909;Falta Justificada;0
117098;2;20250909;Falta Justificada;1
176198;3;20250909;Presente;0
158666;1;20250910;Presente;2
189544;2;20250910;Presente;0
142159;3;20250910;Presente;0
143195;1;20250911;Presente;2
152909;2;20250911;Presente;0
118182;3;20250911;Presente;2
178031;1;20250912;Falta Justificada;2
127528;2;20250912;Falta Justificada;1
154761;3;20250912;Presente;0
109152;1;20250913;Presente;0
95093;2;20250913;Presente;1
135229;3;20250913;Falta Justificada;2
180696;1;20250914;Presente;0
180434;2;20250914;Presente;0
122091;3;20250914;Falta Justificada;2
179669;1;20250915;Presente;0
132072;2;20250915;Falta Justificada;0
180448;3;20250915;Falta Justificada;1
183054;1;20250916;Presente;2
90611;2;20250916;Falta Justificada;1
165227;3;20250916;Presente;0
108692;1;20250917;Presente;1
143444;2;20250917;Presente;1
104912;3;20250917;Presente;1
100730;1;20250918;Presente;0
162937;2;20250918;Presente;1
130969;3;20250918;Presente;1
153064;1;20250919;Presente;0
157770;2;20250919;Falta Justificada;0
187045;3;20250919;Falta Justificada;1
183365;1;20250920;Falta Justificada;1
159812;2;20250920;Falta Justificada;0
114996;3;20250920;Falta Justificada;1
108162;1;20250921;Falta Justificada;2
145275;2;20250921;Falta Justificada;2
140417;3;20250921;Falta Justificada;0
91191;1;20250922;Presente;2
168081;2;20250922;Presente;1
148015;3;20250922;Presente;1
158698;1;20250923;Presente;2
110089;2;20250923;Presente;0
117189;3;20250923;Falta Justificada;0
104802;1;20250924;Presente;2
121925;2;20250924;Falta Justificada;2
129191;3;20250924;Presente;2
95302;1;20250925;Falta Justificada;1
171747;2;20250925;Presente;2
144774;3;20250925;Presente;0
182276;1;20250926;Presente;0
172134;2;20250926;Falta Justificada;0
122418;3;20250926;Falta Justificada;2
187731;1;20250927;Presente;2
187513;2;20250927;Falta Justificada;2
113885;3;20250927;Presente;0
94929;1;20250928;Presente;2
180015;2;20250928;Presente;2
152321;3;20250928;Falta Justificada;2
107554;1;20250929;Presente;2
157266;2;20250929;Falta Justificada;0
126983;3;20250929;Presente;0
187315;1;20250930;Presente;0
140448;2;20250930;Presente;2
170186;3;20250930;Presente;2
133520;1;20251001;Presente;0
189432;2;20251001;Falta Justificada;0
135377;3;20251001;Falta Justificada;2
133995;1;20251002;Presente;2
170658;2;20251002;Presente;0
132106;3;20251002;Presente;1
129206;1;20251003;Presente;1
139398;2;20251003;Presente;2
147235;3;20251003;Presente;1
171047;1;20251004;Presente;0
180853;2;20251004;Falta Justificada;1
152113;3;20251004;Presente;0
94494;1;20251005;Presente;1
99544;2;20251005;Presente;2
125337;3;20251005;Presente;1
172652;1;20251006;Presente;2
104356;2;20251006;Falta Justificada;2
128520;3;20251006;Presente;0
160420;1;20251007;Falta Justificada;2
129993;2;20251007;Presente;0
136665;3;20251007;Presente;2
181170;1;20251008;Presente;0
94149;2;20251008;Presente;0
179903;3;20251008;Presente;1
161378;1;20251009;Falta Justificada;2
129176;2;20251009;Falta Justificada;2
155706;3;20251009;Falta Justificada;2
147702;1;20251010;Presente;1
131627;2;20251010;Presente;2
175575;3;20251010;Falta Justificada;0
139652;1;20251011;Falta Justificada;0
125162;2;20251011;Presente;2
118178;3;20251011;Falta Justificada;0
182334;1;20251012;Presente;1
129159;2;20251012;Presente;2
184644;3;20251012;Presente;0
95830;1;20251013;Falta Justificada;0
178085;2;20251013;Presente;2
96818;3;20251013;Falta Justificada;1
127376;1;20251014;Falta Justificada;2
114593;2;20251014;Presente;2
107089;3;20251014;Presente;0
152161;1;20251015;Presente;2
160475;2;20251015;Presente;2
178032;3;20251015;Presente;1
158609;1;20251016;Presente;0
94047;2;20251016;Presente;0
172198;3;20251016;Presente;2
175825;1;20251017;Presente;1
178434;2;20251017;Presente;0
187762;3;20251017;Falta Justificada;2
131609;1;20251018;Presente;0
112431;2;20251018;Falta Justificada;1
163522;3;20251018;Presente;0
171863;1;20251019;Falta Justificada;2
132491;2;20251019;Presente;2
104810;3;20251019;Presente;2
155789;1;20251020;Presente;0
178999;2;20251020;Presente;2
108527;3;20251020;Presente;1
170383;1;20251021;Falta Justificada;0
189022;2;20251021;Falta Justificada;1
129536;3;20251021;Presente;0
138628;1;20251022;Falta Justificada;1
135253;2;20251022;Presente;0
137857;3;20251022;Presente;2
94955;1;20251023;Presente;2
110031;2;20251023;Presente;2
107498;3;20251023;Falta Justificada;1
166809;1;20251024;Presente;0
139795;2;20251024;Falta Justificada;2
153864;3;20251024;Falta Justificada;2
143085;1;20251025;Falta Justificada;0
125131;2;20251025;Presente;1
182429;3;20251025;Falta Justificada;1
96352;1;20251026;Falta Justificada;1
177603;2;20251026;Falta Justificada;1
123866;3;20251026;Presente;1
174570;1;20251027;Falta Justificada;1
157956;2;20251027;Falta Justificada;0
172920;3;20251027;Presente;2
127479;1;20251028;Presente;1
111670;2;20251028;Presente;0
105155;3;20251028;Falta Justificada;1
107874;1;20251029;Presente;0
95955;2;20251029;Falta Justificada;2
114639;3;20251029;Presente;2
107789;1;20251030;Falta Justificada;2
113530;2;20251030;Presente;0
137770;3;20251030;Falta Justificada;0
126451;1;20251031;Falta Justificada;1
180012;2;20251031;Presente;0
168491;3;20251031;Presente;2
148508;1;20251101;Falta Justificada;1
143436;2;20251101;Presente;2
158951;3;20251101;Falta Justificada;0
107833;1;20251102;Presente;2
132613;2;20251102;Presente;1
158324;3;20251102;Presente;1
112298;1;20251103;Presente;0
149081;2;20251103;Presente;0
111689;3;20251103;Presente;0
151275;1;20251104;Presente;0
185462;2;20251104;Falta Justificada;1
159995;3;20251104;Presente;2
122422;1;20251105;Presente;0
90473;2;20251105;Presente;2
181867;3;20251105;Presente;0
100797;1;20251106;Falta Justificada;2
137504;2;20251106;Falta Justificada;1
149238;3;20251106;Presente;0
135933;1;20251107;Presente;2
151855;2;20251107;Presente;1
139262;3;20251107;Falta Justificada;2
136059;1;20251108;Falta Justificada;0
116585;2;20251108;Presente;0
140507;3;20251108;Presente;2
154469;1;20251109;Falta Justificada;1
165283;2;20251109;Presente;2
148342;3;20251109;Presente;2
169748;1;20251110;Presente;0
172938;2;20251110;Presente;1
179121;3;20251110;Presente;1
136737;1;20251111;Presente;0
171783;2;20251111;Presente;2
113589;3;20251111;Presente;0
181269;1;20251112;Presente;0
125668;2;20251112;Falta Justificada;0
186085;3;20251112;Presente;1
175949;1;20251113;Falta Justificada;2
155373;2;20251113;Falta Justificada;0
174085;3;20251113;Presente;0
127751;1;20251114;Presente;0
161839;2;20251114;Falta Justificada;0
108086;3;20251114;Falta Justificada;0
98207;1;20251115;Presente;1
171070;2;20251115;Presente;1
142422;3;20251115;Presente;0
117000;1;20251116;Presente;1
184409;2;20251116;Presente;0
167521;3;20251116;Falta Justificada;0
94008;1;20251117;Presente;2
121783;2;20251117;Presente;0
173324;3;20251117;Presente;2
186055;1;20251118;Presente;0
173127;2;20251118;Presente;0
118085;3;20251118;Presente;1
138787;1;20251119;Presente;0
187544;2;20251119;Presente;2
172632;3;20251119;Falta Justificada;2
136657;1;20251120;Presente;0
112907;2;20251120;Falta Justificada;1
91221;3;20251120;Presente;1
102030;1;20251121;Falta Justificada;1
130783;2;20251121;Presente;2
156165;3;20251121;Presente;2
184871;1;20251122;Falta Justificada;1
134932;2;20251122;Presente;0
160399;3;20251122;Presente;1
122916;1;20251123;Falta Justificada;0
158202;2;20251123;Presente;2
184764;3;20251123;Presente;2
159097;1;20251124;Falta Justificada;1
146700;2;20251124;Presente;0
163376;3;20251124;Presente;1
140693;1;20251125;Presente;2
113617;2;20251125;Presente;1
102960;3;20251125;Presente;0
124844;1;20251126;Presente;0
97283;2;20251126;Falta Justificada;1
115016;3;20251126;Falta Justificada;0
93010;1;20251127;Falta Justificada;2
91968;2;20251127;Presente;0
156696;3;20251127;Presente;0
109948;1;20251128;Falta Justificada;1
102027;2;20251128;Presente;2
168578;3;20251128;Presente;1
145639;1;20251129;Presente;0
173111;2;20251129;Presente;1
187720;3;20251129;Presente;0
142191;1;20251130;Falta Justificada;1
110988;2;20251130;Presente;0
92435;3;20251130;Presente;1
169712;1;20251201;Presente;2
138379;2;20251201;Falta Justificada;1
135531;3;20251201;Presente;1
92497;1;20251202;Presente;1
146407;2;20251202;Presente;1
113757;3;20251202;Falta Justificada;2
109126;1;20251203;Falta Justificada;2
185947;2;20251203;Falta Justificada;2
162500;3;20251203;Presente;1
123370;1;20251204;Presente;0
104773;2;20251204;Falta Justificada;2
148786;3;20251204;Presente;1
156067;1;20251205;Presente;2
136169;2;20251205;Falta Justificada;0
143235;3;20251205;Falta Justificada;0
129571;1;20251206;Falta Justificada;1
148599;2;20251206;Presente;0
139063;3;20251206;Presente;2
175275;1;20251207;Falta Justificada;0
153170;2;20251207;Presente;0
116146;3;20251207;Presente;1
159500;1;20251208;Presente;1
138200;2;20251208;Falta Justificada;2
180734;3;20251208;Falta Justificada;2
167870;1;20251209;Falta Justificada;0
147911;2;20251209;Presente;1
95254;3;20251209;Presente;1
159116;1;20251210;Presente;1
125008;2;20251210;Presente;2
119056;3;20251210;Falta Justificada;2
91732;1;20251211;Presente;0
159458;2;20251211;Presente;0
143755;3;20251211;Presente;1
160815;1;20251212;Falta Justificada;0
140415;2;20251212;Presente;0
123924;3;20251212;Presente;1
111749;1;20251213;Presente;1
176229;2;20251213;Presente;1
111382;3;20251213;Presente;1
178880;1;20251214;Presente;2
115732;2;20251214;Falta Justificada;1
109133;3;20251214;Presente;2
133476;1;20251215;Presente;0
91208;2;20251215;Presente;1
178748;3;20251215;Presente;1
113540;1;20251216;Presente;2
144438;2;20251216;Presente;0
124813;3;20251216;Falta Justificada;0
98265;1;20251217;Falta Justificada;1
167928;2;20251217;Presente;1
131225;3;20251217;Presente;0
179461;1;20251218;Falta Justificada;0
120135;2;20251218;Presente;1
181750;3;20251218;Presente;2
143754;1;20251219;Presente;0
103383;2;20251219;Presente;0
170808;3;20251219;Presente;0
150897;1;20251220;Presente;1
140116;2;20251220;Falta Justificada;2
138125;3;20251220;Falta Justificada;2
160889;1;20251221;Presente;2
119506;2;20251221;Presente;1
159567;3;20251221;Presente;1
163810;1;20251222;Falta Justificada;1
126130;2;20251222;Presente;0
141620;3;20251222;Presente;0
175521;1;20251223;Presente;2
120688;2;20251223;Falta Justificada;2
141405;3;20251223;Falta Justificada;0
92649;1;20251224;Falta Justificada;1
154594;2;20251224;Presente;1
158474;3;20251224;Falta Justificada;2
171609;1;20251225;Falta Justificada;0
100153;2;20251225;Presente;0
150364;3;20251225;Presente;0
100286;1;20251226;Presente;1
102936;2;20251226;Falta Justificada;2
157554;3;20251226;Falta Justificada;2
142812;1;20251227;Falta Justificada;2
134281;2;20251227;Presente;0
96295;3;20251227;Presente;2
101892;1;20251228;Presente;2
120395;2;20251228;Falta Justificada;2
91892;3;20251228;Presente;2
128100;1;20251229;Presente;0
142777;2;20251229;Presente;1
151959;3;20251229;Presente;0
155751;1;20251230;Falta Justificada;0
94315;2;20251230;Falta Justificada;2
93444;3;20251230;Falta Justificada;2
99534;1;20251231;Falta Justificada;2
161005;2;20251231;Falta Justificada;1
115936;3;20251231;Presente;1
127795;1;20260101;Presente;1
91763;2;20260101;Falta Justificada;0
123561;3;20260101;Presente;1
101384;1;20260102;Presente;1
147882;2;20260102;Falta Justificada;1
101609;3;20260102;Falta Justificada;0
179241;1;20260103;Presente;1
112990;2;20260103;Falta Justificada;2
154500;3;20260103;Presente;1
157621;1;20260104;Presente;0
114815;2;20260104;Falta Justificada;0
112688;3;20260104;Presente;2
139966;1;20260105;Presente;1
145685;2;20260105;Presente;2
98807;3;20260105;Falta Justificada;2
184792;1;20260106;Presente;1
174853;2;20260106;Presente;2
175665;3;20260106;Presente;1
183384;1;20260107;Falta Justificada;1
117600;2;20260107;Presente;0
116371;3;20260107;Presente;0
173060;1;20260108;Presente;0
94123;2;20260108;Presente;1
124317;3;20260108;Presente;0
172546;1;20260109;Presente;2
125856;2;20260109;Presente;2
150696;3;20260109;Presente;1
189498;1;20260110;Presente;0
152776;2;20260110;Falta Justificada;1
151423;3;20260110;Falta Justificada;2
175760;1;20260111;Falta Justificada;0
188556;2;20260111;Falta Justificada;1
176899;3;20260111;Presente;0
99125;1;20260112;Presente;0
111991;2;20260112;Presente;1
171334;3;20260112;Presente;1
138041;1;20260113;Presente;2
97086;2;20260113;Presente;0
143846;3;20260113;Presente;1
157731;1;20260114;Presente;0
170475;2;20260114;Falta Justificada;1
144702;3;20260114;Presente;1
145999;1;20260115;Presente;2
142137;2;20260115;Falta Justificada;1
139703;3;20260115;Falta Justificada;0
136063;1;20260116;Presente;1
119669;2;20260116;Presente;1
124227;3;20260116;Presente;2
151916;1;20260117;Presente;2
94458;2;20260117;Presente;0
131568;3;20260117;Presente;2
127031;1;20260118;Presente;2
144443;2;20260118;Presente;1
97601;3;20260118;Presente;0
184458;1;20260119;Presente;2
177369;2;20260119;Presente;1
93466;3;20260119;Falta Justificada;2
155195;1;20260120;Presente;2
104438;2;20260120;Presente;2
103567;3;20260120;Falta Justificada;1
170108;1;20260121;Presente;1
177746;2;20260121;Falta Justificada;0
158496;3;20260121;Presente;2
169814;1;20260122;Presente;2
154547;2;20260122;Presente;0
130558;3;20260122;Falta Justificada;1
136190;1;20260123;Presente;2
124323;2;20260123;Falta Justificada;0
173462;3;20260123;Presente;1
136969;1;20260124;Presente;1
121798;2;20260124;Falta Justificada;2
163751;3;20260124;Presente;2
133478;1;20260125;Presente;2
105899;2;20260125;Falta Justificada;0
144796;3;20260125;Presente;2
154270;1;20260126;Presente;1
112000;2;20260126;Presente;0
95707;3;20260126;Presente;2
90625;1;20260127;Falta Justificada;0
177413;2;20260127;Presente;2
162453;3;20260127;Presente;1
91132;1;20260128;Falta Justificada;1
134455;2;20260128;Presente;1
121771;3;20260128;Presente;0
151402;1;20260129;Presente;2
183879;2;20260129;Presente;1
149381;3;20260129;Presente;1
131168;1;20260130;Presente;1
94742;2;20260130;Falta Justificada;1
126743;3;20260130;Falta Justificada;1
106963;1;20260131;Presente;1
137282;2;20260131;Presente;1
127568;3;20260131;Falta Justificada;1
180228;1;20260201;Presente;0
185881;2;20260201;Presente;0
140953;3;20260201;Presente;2
127701;1;20260202;Falta Justificada;1
112811;2;20260202;Presente;2
179919;3;20260202;Presente;0
178662;1;20260203;Presente;2
132351;2;20260203;Presente;0
132969;3;20260203;Falta Justificada;2
102472;1;20260204;Falta Justificada;0
189867;2;20260204;Presente;0
119653;3;20260204;Presente;1
105768;1;20260205;Falta Justificada;1
182989;2;20260205;Presente;0
141166;3;20260205;Presente;1
182842;1;20260206;Presente;2
113174;2;20260206;Presente;1
189077;3;20260206;Presente;2
139487;1;20260207;Falta Justificada;2
180770;2;20260207;Presente;1
127561;3;20260207;Falta Justificada;0
100227;1;20260208;Presente;2
114242;2;20260208;Falta Justificada;0
187565;3;20260208;Presente;1
91779;1;20260209;Presente;0
141897;2;20260209;Presente;2
118961;3;20260209;Presente;2
157650;1;20260210;Presente;0
111083;2;20260210;Presente;2
153933;3;20260210;Falta Justificada;2
177637;1;20260211;Presente;1
188871;2;20260211;Falta Justificada;2
119666;3;20260211;Presente;1
115384;1;20260212;Presente;1
180374;2;20260212;Presente;1
151243;3;20260212;Presente;1
143111;1;20260213;Presente;2
159717;2;20260213;Presente;2
102473;3;20260213;Presente;2
188864;1;20260214;Presente;1
145185;2;20260214;Presente;2
114049;3;20260214;Falta Justificada;0
152324;1;20260215;Presente;1
131845;2;20260215;Falta Justificada;2
107952;3;20260215;Presente;2
173848;1;20260216;Presente;0
167599;2;20260216;Presente;0
126267;3;20260216;Falta Justificada;0
102708;1;20260217;Presente;2
165350;2;20260217;Presente;1
99058;3;20260217;Presente;2
142236;1;20260218;Presente;2
139328;2;20260218;Presente;2
152017;3;20260218;Presente;2
128152;1;20260219;Presente;1
98189;2;20260219;Presente;2
90575;3;20260219;Presente;2
146944;1;20260220;Presente;1
119163;2;20260220;Falta Justificada;0
93706;3;20260220;Presente;1
124994;1;20260221;Presente;0
123800;2;20260221;Falta Justificada;2
142013;3;20260221;Falta Justificada;2
132008;1;20260222;Presente;1
133070;2;20260222;Presente;0
162229;3;20260222;Falta Justificada;2
123932;1;20260223;Falta Justificada;2
144452;2;20260223;Presente;0
185442;3;20260223;Presente;2
117351;1;20260224;Presente;1
107017;2;20260224;Presente;2
147780;3;20260224;Presente;2
101504;1;20260225;Falta Justificada;1
156838;2;20260225;Presente;1
127546;3;20260225;Falta Justificada;0
152505;1;20260226;Presente;1
154321;2;20260226;Falta Justificada;0
99326;3;20260226;Falta Justificada;1
92133;1;20260227;Presente;0
182095;2;20260227;Falta Justificada;0
175074;3;20260227;Presente;2
107820;1;20260228;Presente;1
156820;2;20260228;Falta Justificada;2
188533;3;20260228;Presente;1
146133;1;20260301;Presente;1
111641;2;20260301;Falta Justificada;1
181532;3;20260301;Presente;2
123258;1;20260302;Presente;1
97946;2;20260302;Falta Justificada;1
183325;3;20260302;Presente;0
162539;1;20260303;Falta Justificada;1
93419;2;20260303;Presente;1
126076;3;20260303;Presente;1
98503;1;20260304;Falta Justificada;1
115214;2;20260304;Falta Justificada;0
99140;3;20260304;Presente;1
123446;1;20260305;Presente;1
177690;2;20260305;Presente;0
131845;3;20260305;Falta Justificada;0
107331;1;20260306;Presente;1
154209;2;20260306;Presente;0
144230;3;20260306;Presente;2
97375;1;20260307;Presente;0
128877;2;20260307;Presente;2
164151;3;20260307;Falta Justificada;2
179228;1;20260308;Presente;2
93027;2;20260308;Presente;2
149505;3;20260308;Falta Justificada;1
110139;1;20260309;Presente;0
128156;2;20260309;Presente;2
133871;3;20260309;Falta Justificada;2
104590;1;20260310;Falta Justificada;0
118837;2;20260310;Presente;0
96505;3;20260310;Falta Justificada;2
110457;1;20260311;Presente;1
180462;2;20260311;Falta Justificada;1
184828;3;20260311;Falta Justificada;1
122481;1;20260312;Presente;2
131274;2;20260312;Presente;1
94951;3;20260312;Presente;2
135569;1;20260313;Falta Justificada;2
147027;2;20260313;Falta Justificada;1
176474;3;20260313;Presente;2
145698;1;20260314;Falta Justificada;0
177492;2;20260314;Presente;0
118608;3;20260314;Presente;1
96311;1;20260315;Presente;0
156247;2;20260315;Presente;0
178837;3;20260315;Presente;0
94639;1;20260316;Presente;2
163279;2;20260316;Falta Justificada;0
105711;3;20260316;Presente;1
153582;1;20260317;Presente;2
163470;2;20260317;Presente;0
150922;3;20260317;Presente;1
130977;1;20260318;Presente;2
173360;2;20260318;Falta Justificada;2
115740;3;20260318;Presente;1
107123;1;20260319;Presente;0
127302;2;20260319;Presente;2
155556;3;20260319;Falta Justificada;2
94449;1;20260320;Falta Justificada;1
167647;2;20260320;Presente;1
178587;3;20260320;Presente;0
105396;1;20260321;Presente;1
151778;2;20260321;Presente;0
110930;3;20260321;Presente;1
184803;1;20260322;Falta Justificada;2
181004;2;20260322;Falta Justificada;0
189227;3;20260322;Presente;0
109125;1;20260323;Presente;1
189237;2;20260323;Presente;2
157906;3;20260323;Falta Justificada;2
170796;1;20260324;Falta Justificada;0
184574;2;20260324;Presente;0
118974;3;20260324;Falta Justificada;1
167463;1;20260325;Falta Justificada;1
126809;2;20260325;Falta Justificada;2
142354;3;20260325;Presente;1
184574;1;20260326;Presente;2
99355;2;20260326;Presente;1
131292;3;20260326;Falta Justificada;2
165223;1;20260327;Presente;1
128398;2;20260327;Presente;2
136282;3;20260327;Falta Justificada;2
186429;1;20260328;Falta Justificada;2
102439;2;20260328;Falta Justificada;1
158525;3;20260328;Falta Justificada;0
188582;1;20260329;Presente;2
157645;2;20260329;Presente;0
171621;3;20260329;Presente;0
148748;1;20260330;Presente;1
117469;2;20260330;Presente;1
119173;3;20260330;Presente;1
132879;1;20260331;Presente;1
124331;2;20260331;Presente;2
124092;3;20260331;Presente;0
105174;1;20260401;Presente;2
173906;2;20260401;Falta Justificada;1
110434;3;20260401;Presente;2
146467;1;20260402;Falta Justificada;1
171211;2;20260402;Presente;1
162290;3;20260402;Falta Justificada;2
91494;1;20260403;Presente;0
127297;2;20260403;Falta Justificada;2
158670;3;20260403;Falta Justificada;2
141833;1;20260404;Falta Justificada;1
162900;2;20260404;Presente;2
172274;3;20260404;Falta Justificada;1
129440;1;20260405;Falta Justificada;1
96062;2;20260405;Presente;0
101026;3;20260405;Presente;1
138107;1;20260406;Falta Justificada;2
107870;2;20260406;Presente;0
93111;3;20260406;Falta Justificada;2
160280;1;20260407;Presente;1
105264;2;20260407;Presente;0
159755;3;20260407;Falta Justificada;2
189339;1;20260408;Falta Justificada;2
105382;2;20260408;Presente;2
91053;3;20260408;Presente;1
94782;1;20260409;Falta Justificada;0
121681;2;20260409;Presente;1
118806;3;20260409;Falta Justificada;2
126402;1;20260410;Presente;2
107251;2;20260410;Presente;0
