id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100031;20250901;1;1;8600;1290.0;430.0;3870.0;2026-04-30;2026-04-30
100032;20250903;3;2;7833;1174.95;391.65000000000003;3524.85;2026-04-30;2026-04-30
100033;20250905;2;2;8444;1266.6;422.20000000000005;3799.8;2026-04-30;2026-04-30
100034;20250907;3;1;3765;564.75;188.25;1694.25;2026-04-30;2026-04-30
100035;20250909;3;2;6216;932.4;310.8;2797.2000000000003;2026-04-30;2026-04-30
100036;20250911;1;1;8697;1304.55;434.85;3913.65;2026-04-30;2026-04-30
100037;20250913;1;2;9664;1449.6;483.20000000000005;4348.8;2026-04-30;2026-04-30
100038;20250915;2;1;4833;724.9499999999999;241.65;2174.85;2026-04-30;2026-04-30
100039;20250917;1;1;1084;162.6;54.2;487.8;2026-04-30;2026-04-30
100040;20250919;2;1;7111;1066.6499999999999;355.55;3199.9500000000003;2026-04-30;2026-04-30
100041;20250921;3;1;8786;1317.8999999999999;439.3;3953.7000000000003;2026-04-30;2026-04-30
100042;20250923;2;1;6698;1004.6999999999999;334.90000000000003;3014.1;2026-04-30;2026-04-30
100043;20250925;1;1;755;113.25;37.75;339.75;2026-04-30;2026-04-30
100044;20250927;1;1;9796;1469.3999999999999;489.8;4408.2;2026-04-30;2026-04-30
100045;20250929;3;2;5966;894.9;298.3;2684.7000000000003;2026-04-30;2026-04-30
100046;20251001;2;1;5092;763.8;254.60000000000002;2291.4;2026-04-30;2026-04-30
100047;20251003;2;2;8745;1311.75;437.25;3935.25;2026-04-30;2026-04-30
100048;20251005;2;2;640;96.0;32.0;288.0;2026-04-30;2026-04-30
100049;20251007;1;2;9392;1408.8;469.6;4226.400000000001;2026-04-30;2026-04-30
100050;20251009;1;1;3204;480.59999999999997;160.20000000000002;1441.8;2026-04-30;2026-04-30
100051;20251011;3;2;5731;859.65;286.55;2578.9500000000003;2026-04-30;2026-04-30
100052;20251013;1;2;763;114.45;38.15;343.35;2026-04-30;2026-04-30
100053;20251015;3;1;1359;203.85;67.95;611.5500000000001;2026-04-30;2026-04-30
100054;20251017;2;2;8690;1303.5;434.5;3910.5;2026-04-30;2026-04-30
100055;20251019;3;2;702;105.3;35.1;315.90000000000003;2026-04-30;2026-04-30
100056;20251021;1;1;7660;1149.0;383.0;3447.0;2026-04-30;2026-04-30
100057;20251023;3;2;6848;1027.2;342.40000000000003;3081.6;2026-04-30;2026-04-30
100058;20251025;3;1;5342;801.3;267.1;2403.9;2026-04-30;2026-04-30
100059;20251027;3;1;2017;302.55;100.85000000000001;907.65;2026-04-30;2026-04-30
100060;20251029;2;2;1171;175.65;58.550000000000004;526.95;2026-04-30;2026-04-30
100061;20251031;1;1;5306;795.9;265.3;2387.7000000000003;2026-04-30;2026-04-30
100062;20251102;3;2;1912;286.8;95.60000000000001;860.4;2026-04-30;2026-04-30
100063;20251104;2;2;3441;516.15;172.05;1548.45;2026-04-30;2026-04-30
100064;20251106;3;1;5315;797.25;265.75;2391.75;2026-04-30;2026-04-30
100065;20251108;3;2;1126;168.9;56.300000000000004;506.7;2026-04-30;2026-04-30
100066;20251110;2;1;6437;965.55;321.85;2896.65;2026-04-30;2026-04-30
100067;20251112;2;1;9685;1452.75;484.25;4358.25;2026-04-30;2026-04-30
100068;20251114;1;2;6450;967.5;322.5;2902.5;2026-04-30;2026-04-30
100069;20251116;2;2;9934;1490.1;496.70000000000005;4470.3;2026-04-30;2026-04-30
100070;20251118;3;1;4695;704.25;234.75;2112.75;2026-04-30;2026-04-30
100071;20251120;1;1;8053;1207.95;402.65000000000003;3623.85;2026-04-30;2026-04-30
100072;20251122;2;1;7448;1117.2;372.40000000000003;3351.6;2026-04-30;2026-04-30
100073;20251124;2;1;6876;1031.3999999999999;343.8;3094.2000000000003;2026-04-30;2026-04-30
100074;20251126;3;2;875;131.25;43.75;393.75;2026-04-30;2026-04-30
100075;20251128;1;2;3592;538.8;179.60000000000002;1616.4;2026-04-30;2026-04-30
100076;20251130;2;2;5558;833.6999999999999;277.90000000000003;2501.1;2026-04-30;2026-04-30
100077;20251202;1;1;4115;617.25;205.75;1851.75;2026-04-30;2026-04-30
100078;20251204;3;1;1344;201.6;67.2;604.8000000000001;2026-04-30;2026-04-30
100079;20251206;1;1;5706;855.9;285.3;2567.7000000000003;2026-04-30;2026-04-30
100080;20251208;2;2;6633;994.9499999999999;331.65000000000003;2984.85;2026-04-30;2026-04-30
100081;20251210;2;2;6686;1002.9;334.3;3008.7000000000003;2026-04-30;2026-04-30
100082;20251212;1;1;6066;909.9;303.3;2729.7000000000003;2026-04-30;2026-04-30
100083;20251214;2;1;4582;687.3;229.10000000000002;2061.9;2026-04-30;2026-04-30
100084;20251216;2;2;8962;1344.3;448.1;4032.9;2026-04-30;2026-04-30
100085;20251218;1;1;1547;232.04999999999998;77.35000000000001;696.15;2026-04-30;2026-04-30
100086;20251220;2;1;9411;1411.6499999999999;470.55;4234.95;2026-04-30;2026-04-30
100087;20251222;3;1;7528;1129.2;376.40000000000003;3387.6;2026-04-30;2026-04-30
100088;20251224;1;2;3340;501.0;167.0;1503.0;2026-04-30;2026-04-30
100089;20251226;2;1;5630;844.5;281.5;2533.5;2026-04-30;2026-04-30
100090;20251228;2;2;8821;1323.1499999999999;441.05;3969.4500000000003;2026-04-30;2026-04-30
100091;20251230;2;2;5667;850.05;283.35;2550.15;2026-04-30;2026-04-30
100092;20260101;3;2;2939;440.84999999999997;146.95000000000002;1322.55;2026-04-30;2026-04-30
100093;20260103;2;2;3437;515.55;171.85000000000002;1546.65;2026-04-30;2026-04-30
100094;20260105;1;1;1665;249.75;83.25;749.25;2026-04-30;2026-04-30
100095;20260107;1;2;6620;993.0;331.0;2979.0;2026-04-30;2026-04-30
100096;20260109;3;2;973;145.95;48.650000000000006;437.85;2026-04-30;2026-04-30
100097;20260111;3;1;8312;1246.8;415.6;3740.4;2026-04-30;2026-04-30
100098;20260113;3;1;3646;546.9;182.3;1640.7;2026-04-30;2026-04-30
100099;20260115;3;1;6427;964.05;321.35;2892.15;2026-04-30;2026-04-30
100100;20260117;3;2;1899;284.84999999999997;94.95;854.5500000000001;2026-04-30;2026-04-30
100101;20260119;3;1;6149;922.3499999999999;307.45000000000005;2767.05;2026-04-30;2026-04-30
100102;20260121;2;1;9372;1405.8;468.6;4217.400000000001;2026-04-30;2026-04-30
100103;20260123;1;2;8704;1305.6;435.20000000000005;3916.8;2026-04-30;2026-04-30
100104;20260125;3;1;1742;261.3;87.10000000000001;783.9;2026-04-30;2026-04-30
100105;20260127;1;2;1337;200.54999999999998;66.85000000000001;601.65;2026-04-30;2026-04-30
100106;20260129;3;2;5312;796.8;265.6;2390.4;2026-04-30;2026-04-30
100107;20260131;3;1;8433;1264.95;421.65000000000003;3794.85;2026-04-30;2026-04-30
100108;20260202;1;1;671;100.64999999999999;33.550000000000004;301.95;2026-04-30;2026-04-30
100109;20260204;2;1;6601;990.15;330.05;2970.4500000000003;2026-04-30;2026-04-30
100110;20260206;1;2;3073;460.95;153.65;1382.8500000000001;2026-04-30;2026-04-30
100111;20260208;1;2;3623;543.4499999999999;181.15;1630.3500000000001;2026-04-30;2026-04-30
100112;20260210;3;1;7635;1145.25;381.75;3435.75;2026-04-30;2026-04-30
100113;20260212;1;1;1162;174.29999999999998;58.1;522.9;2026-04-30;2026-04-30
100114;20260214;1;2;4027;604.05;201.35000000000002;1812.15;2026-04-30;2026-04-30
100115;20260216;1;2;8874;1331.1;443.70000000000005;3993.3;2026-04-30;2026-04-30
100116;20260218;2;1;5388;808.1999999999999;269.40000000000003;2424.6;2026-04-30;2026-04-30
100117;20260220;2;1;9740;1461.0;487.0;4383.0;2026-04-30;2026-04-30
100118;20260222;1;1;1182;177.29999999999998;59.1;531.9;2026-04-30;2026-04-30
100119;20260224;2;1;957;143.54999999999998;47.85;430.65000000000003;2026-04-30;2026-04-30
100120;20260226;1;2;3419;512.85;170.95000000000002;1538.55;2026-04-30;2026-04-30
100121;20260228;3;1;4509;676.35;225.45000000000002;2029.05;2026-04-30;2026-04-30
100122;20260302;1;1;2379;356.84999999999997;118.95;1070.55;2026-04-30;2026-04-30
100123;20260304;2;1;6278;941.6999999999999;313.90000000000003;2825.1;2026-04-30;2026-04-30
100124;20260306;3;2;3684;552.6;184.20000000000002;1657.8;2026-04-30;2026-04-30
100125;20260308;2;1;7447;1117.05;372.35;3351.15;2026-04-30;2026-04-30
100126;20260310;2;1;7639;1145.85;381.95000000000005;3437.55;2026-04-30;2026-04-30
100127;20260312;1;1;2941;441.15;147.05;1323.45;2026-04-30;2026-04-30
100128;20260314;3;1;4409;661.35;220.45000000000002;1984.05;2026-04-30;2026-04-30
100129;20260316;1;1;1127;169.04999999999998;56.35;507.15000000000003;2026-04-30;2026-04-30
100130;20260318;2;1;1145;171.75;57.25;515.25;2026-04-30;2026-04-30
100131;20260320;3;2;9008;1351.2;450.40000000000003;4053.6;2026-04-30;2026-04-30
100132;20260322;2;1;4132;619.8;206.60000000000002;1859.4;2026-04-30;2026-04-30
100133;20260324;1;2;1852;277.8;92.60000000000001;833.4;2026-04-30;2026-04-30
100134;20260326;3;1;8477;1271.55;423.85;3814.65;2026-04-30;2026-04-30
100135;20260328;1;1;7088;1063.2;354.40000000000003;3189.6;2026-04-30;2026-04-30
100136;20260330;2;1;4940;741.0;247.0;2223.0;2026-04-30;2026-04-30
100137;20260401;1;1;721;108.14999999999999;36.050000000000004;324.45;2026-04-30;2026-04-30
100138;20260403;1;2;3182;477.29999999999995;159.10000000000002;1431.9;2026-04-30;2026-04-30
100139;20260405;1;1;4738;710.6999999999999;236.9;2132.1;2026-04-30;2026-04-30
100140;20260407;1;1;1835;275.25;91.75;825.75;2026-04-30;2026-04-30
100141;20260409;2;2;7396;1109.3999999999999;369.8;3328.2000000000003;2026-04-30;2026-04-30
100142;20260411;1;1;4605;690.75;230.25;2072.25;2026-04-30;2026-04-30
100143;20260413;2;2;2443;366.45;122.15;1099.3500000000001;2026-04-30;2026-04-30
100144;20260415;3;2;2917;437.55;145.85;1312.65;2026-04-30;2026-04-30
100145;20260417;1;2;4471;670.65;223.55;2011.95;2026-04-30;2026-04-30
100146;20260419;2;1;2598;389.7;129.9;1169.1000000000001;2026-04-30;2026-04-30
100147;20260421;2;2;8751;1312.6499999999999;437.55;3937.9500000000003;2026-04-30;2026-04-30
100148;20260423;2;1;9221;1383.1499999999999;461.05;4149.45;2026-04-30;2026-04-30
100149;20260425;2;2;7365;1104.75;368.25;3314.25;2026-04-30;2026-04-30
100150;20260427;1;1;9155;1373.25;457.75;4119.75;2026-04-30;2026-04-30
100151;20260429;1;2;4185;627.75;209.25;1883.25;2026-04-30;2026-04-30
