id_movimentacao;id_medicamento;id_tempo;id_unidade;quantidade_saida;saldo_atual
38343;1;20260405;4;13;283
38344;1;20260405;5;22;282
38345;2;20260405;1;8;333
38346;2;20260405;2;2;177
38347;2;20260405;3;13;937
38348;2;20260405;4;14;111
38349;2;20260405;5;11;400
38350;3;20260405;1;5;372
38351;3;20260405;2;19;217
38352;3;20260405;3;10;259
38353;3;20260405;4;20;200
38354;3;20260405;5;8;216
38355;4;20260405;1;16;964
38356;4;20260405;2;19;193
38357;4;20260405;3;23;134
38358;4;20260405;4;11;162
38359;4;20260405;5;15;211
38360;5;20260405;1;16;369
38361;5;20260405;2;20;422
38362;5;20260405;3;3;148
38363;5;20260405;4;18;998
38364;5;20260405;5;17;340
38365;6;20260405;1;25;241
38366;6;20260405;2;2;119
38367;6;20260405;3;22;330
38368;6;20260405;4;5;323
38369;6;20260405;5;18;151
38370;1;20260406;1;7;315
38371;1;20260406;2;11;411
38372;1;20260406;3;3;209
38373;1;20260406;4;14;269
38374;1;20260406;5;6;276
38375;2;20260406;1;6;327
38376;2;20260406;2;5;172
38377;2;20260406;3;12;925
38378;2;20260406;4;13;1098
38379;2;20260406;5;21;379
38380;3;20260406;1;21;351
38381;3;20260406;2;15;202
38382;3;20260406;3;17;242
38383;3;20260406;4;6;194
38384;3;20260406;5;12;204
38385;4;20260406;1;15;949
38386;4;20260406;2;7;186
38387;4;20260406;3;7;127
38388;4;20260406;4;7;155
38389;4;20260406;5;5;206
38390;5;20260406;1;21;348
38391;5;20260406;2;2;420
38392;5;20260406;3;12;136
38393;5;20260406;4;9;989
38394;5;20260406;5;8;332
38395;6;20260406;1;22;219
38396;6;20260406;2;22;1097
38397;6;20260406;3;23;307
38398;6;20260406;4;11;312
38399;6;20260406;5;16;135
38400;1;20260407;1;21;294
38401;1;20260407;2;13;398
38402;1;20260407;3;19;190
38403;1;20260407;4;12;257
38404;1;20260407;5;24;252
38405;2;20260407;1;23;304
38406;2;20260407;2;12;160
38407;2;20260407;3;19;906
38408;2;20260407;4;12;1086
38409;2;20260407;5;7;372
38410;3;20260407;1;7;344
38411;3;20260407;2;20;182
38412;3;20260407;3;23;219
38413;3;20260407;4;11;183
38414;3;20260407;5;7;197
38415;4;20260407;1;23;926
38416;4;20260407;2;13;173
38417;4;20260407;3;6;121
38418;4;20260407;4;24;131
38419;4;20260407;5;12;194
38420;5;20260407;1;5;343
38421;5;20260407;2;14;406
38422;5;20260407;3;5;131
38423;5;20260407;4;18;971
38424;5;20260407;5;12;320
38425;6;20260407;1;17;202
38426;6;20260407;2;13;1084
38427;6;20260407;3;21;286
38428;6;20260407;4;4;308
38429;6;20260407;5;16;119
38430;1;20260408;1;16;278
38431;1;20260408;2;5;393
38432;1;20260408;3;13;177
38433;1;20260408;4;20;237
38434;1;20260408;5;11;241
38435;2;20260408;1;24;280
38436;2;20260408;2;20;140
38437;2;20260408;3;16;890
38438;2;20260408;4;8;1078
38439;2;20260408;5;10;362
38440;3;20260408;1;11;333
38441;3;20260408;2;21;161
38442;3;20260408;3;8;211
38443;3;20260408;4;3;180
38444;3;20260408;5;12;185
38445;4;20260408;1;9;917
38446;4;20260408;2;17;156
38447;4;20260408;3;18;103
38448;4;20260408;4;19;112
38449;4;20260408;5;2;192
38450;5;20260408;1;9;334
38451;5;20260408;2;8;398
38452;5;20260408;3;5;126
38453;5;20260408;4;18;953
38454;5;20260408;5;8;312
38455;6;20260408;1;15;187
38456;6;20260408;2;4;1080
38457;6;20260408;3;4;282
38458;6;20260408;4;24;284
38459;6;20260408;5;8;111
38460;1;20260409;1;15;263
38461;1;20260409;2;12;381
38462;1;20260409;3;23;154
38463;1;20260409;4;8;229
38464;1;20260409;5;12;229
38465;2;20260409;1;25;255
38466;2;20260409;2;9;131
38467;2;20260409;3;17;873
38468;2;20260409;4;18;1060
38469;2;20260409;5;3;359
38470;3;20260409;1;5;328
38471;3;20260409;2;18;143
38472;3;20260409;3;20;191
38473;3;20260409;4;5;175
38474;3;20260409;5;13;172
38475;4;20260409;1;15;902
38476;4;20260409;2;23;133
38477;4;20260409;3;17;1086
38478;4;20260409;4;8;104
38479;4;20260409;5;11;181
38480;5;20260409;1;10;324
38481;5;20260409;2;14;384
38482;5;20260409;3;17;109
38483;5;20260409;4;4;949
38484;5;20260409;5;25;287
38485;6;20260409;1;17;170
38486;6;20260409;2;16;1064
38487;6;20260409;3;25;257
38488;6;20260409;4;14;270
38489;6;20260409;5;7;104
38490;1;20260410;1;18;245
38491;1;20260410;2;6;375
38492;1;20260410;3;18;136
38493;1;20260410;4;25;204
38494;1;20260410;5;5;224
38495;2;20260410;1;20;235
38496;2;20260410;2;3;128
38497;2;20260410;3;7;866
38498;2;20260410;4;6;1054
38499;2;20260410;5;4;355
38500;3;20260410;1;16;312
38501;3;20260410;2;25;118
38502;3;20260410;3;20;171
38503;3;20260410;4;16;159
38504;3;20260410;5;25;147
38505;4;20260410;1;19;883
38506;4;20260410;2;21;112
38507;4;20260410;3;23;1063
38508;4;20260410;4;23;1081
38509;4;20260410;5;22;159
38510;5;20260410;1;4;320
38511;5;20260410;2;6;378
38512;5;20260410;3;11;1098
38513;5;20260410;4;18;931
38514;5;20260410;5;19;268
38515;6;20260410;1;8;162
38516;6;20260410;2;22;1042
38517;6;20260410;3;21;236
38518;6;20260410;4;16;254
38519;6;20260410;5;4;100
38520;1;20260411;1;25;220
38521;1;20260411;2;18;357
38522;1;20260411;3;19;117
38523;1;20260411;4;2;202
38524;1;20260411;5;25;199
38525;2;20260411;1;16;219
38526;2;20260411;2;25;103
38527;2;20260411;3;2;864
38528;2;20260411;4;23;1031
38529;2;20260411;5;12;343
38530;3;20260411;1;8;304
38531;3;20260411;2;6;112
38532;3;20260411;3;23;148
38533;3;20260411;4;14;145
38534;3;20260411;5;2;145
38535;4;20260411;1;25;858
38536;4;20260411;2;25;1087
38537;4;20260411;3;5;1058
38538;4;20260411;4;5;1076
38539;4;20260411;5;20;139
38540;5;20260411;1;9;311
38541;5;20260411;2;20;358
38542;5;20260411;3;4;1094
38543;5;20260411;4;2;929
38544;5;20260411;5;9;259
38545;6;20260411;1;19;143
38546;6;20260411;2;6;1036
38547;6;20260411;3;20;216
38548;6;20260411;4;17;237
38549;6;20260411;5;11;1089
38550;1;20260412;1;15;205
38551;1;20260412;2;4;353
38552;1;20260412;3;13;104
38553;1;20260412;4;22;180
38554;1;20260412;5;11;188
38555;2;20260412;1;16;203
38556;2;20260412;2;23;1080
38557;2;20260412;3;9;855
38558;2;20260412;4;4;1027
38559;2;20260412;5;22;321
38560;3;20260412;1;12;292
38561;3;20260412;2;14;1098
38562;3;20260412;3;14;134
38563;3;20260412;4;9;136
38564;3;20260412;5;20;125
38565;4;20260412;1;17;841
38566;4;20260412;2;20;1067
38567;4;20260412;3;7;1051
38568;4;20260412;4;13;1063
38569;4;20260412;5;13;126
38570;5;20260412;1;5;306
38571;5;20260412;2;5;353
38572;5;20260412;3;14;1080
38573;5;20260412;4;11;918
38574;5;20260412;5;9;250
38575;6;20260412;1;14;129
38576;6;20260412;2;23;1013
38577;6;20260412;3;21;195
38578;6;20260412;4;3;234
38579;6;20260412;5;23;1066
38580;1;20260413;1;23;182
38581;1;20260413;2;10;343
38582;1;20260413;3;16;1088
38583;1;20260413;4;5;175
38584;1;20260413;5;18;170
38585;2;20260413;1;20;183
38586;2;20260413;2;9;1071
38587;2;20260413;3;20;835
38588;2;20260413;4;12;1015
38589;2;20260413;5;8;313
38590;3;20260413;1;2;290
38591;3;20260413;2;20;1078
38592;3;20260413;3;15;119
38593;3;20260413;4;20;116
38594;3;20260413;5;3;122
38595;4;20260413;1;15;826
38596;4;20260413;2;17;1050
38597;4;20260413;3;14;1037
38598;4;20260413;4;10;1053
38599;4;20260413;5;24;102
38600;5;20260413;1;23;283
38601;5;20260413;2;21;332
38602;5;20260413;3;22;1058
38603;5;20260413;4;24;894
38604;5;20260413;5;2;248
38605;6;20260413;1;20;109
38606;6;20260413;2;7;1006
38607;6;20260413;3;7;188
38608;6;20260413;4;18;216
38609;6;20260413;5;19;1047
38610;1;20260414;1;10;172
38611;1;20260414;2;25;318
38612;1;20260414;3;3;1085
38613;1;20260414;4;8;167
38614;1;20260414;5;11;159
38615;2;20260414;1;8;175
38616;2;20260414;2;20;1051
38617;2;20260414;3;18;817
38618;2;20260414;4;18;997
38619;2;20260414;5;4;309
38620;3;20260414;1;18;272
38621;3;20260414;2;17;1061
38622;3;20260414;3;8;111
38623;3;20260414;4;19;1097
38624;3;20260414;5;17;105
38625;4;20260414;1;16;810
38626;4;20260414;2;22;1028
38627;4;20260414;3;25;1012
38628;4;20260414;4;13;1040
38629;4;20260414;5;18;1084
38630;5;20260414;1;9;274
38631;5;20260414;2;25;307
38632;5;20260414;3;9;1049
38633;5;20260414;4;8;886
38634;5;20260414;5;14;234
38635;6;20260414;1;11;1098
38636;6;20260414;2;17;989
38637;6;20260414;3;16;172
38638;6;20260414;4;2;214
38639;6;20260414;5;10;1037
38640;1;20260415;1;25;147
38641;1;20260415;2;22;296
38642;1;20260415;3;13;1072
38643;1;20260415;4;16;151
38644;1;20260415;5;16;143
38645;2;20260415;1;6;169
38646;2;20260415;2;2;1049
38647;2;20260415;3;10;807
38648;2;20260415;4;10;987
38649;2;20260415;5;4;305
38650;3;20260415;1;2;270
38651;3;20260415;2;3;1058
38652;3;20260415;3;24;1087
38653;3;20260415;4;24;1073
38654;3;20260415;5;17;1088
38655;4;20260415;1;24;786
38656;4;20260415;2;20;1008
38657;4;20260415;3;24;988
38658;4;20260415;4;10;1030
38659;4;20260415;5;5;1079
38660;5;20260415;1;20;254
38661;5;20260415;2;8;299
38662;5;20260415;3;7;1042
38663;5;20260415;4;10;876
38664;5;20260415;5;13;221
38665;6;20260415;1;9;1089
38666;6;20260415;2;19;970
38667;6;20260415;3;22;150
38668;6;20260415;4;4;210
38669;6;20260415;5;3;1034
38670;1;20260416;1;3;144
38671;1;20260416;2;21;275
38672;1;20260416;3;12;1060
38673;1;20260416;4;9;142
38674;1;20260416;5;14;129
38675;2;20260416;1;15;154
38676;2;20260416;2;25;1024
38677;2;20260416;3;6;801
38678;2;20260416;4;4;983
38679;2;20260416;5;20;285
38680;3;20260416;1;13;257
38681;3;20260416;2;8;1050
38682;3;20260416;3;15;1072
38683;3;20260416;4;19;1054
38684;3;20260416;5;20;1068
38685;4;20260416;1;2;784
38686;4;20260416;2;2;1006
38687;4;20260416;3;12;976
38688;4;20260416;4;16;1014
38689;4;20260416;5;17;1062
38690;5;20260416;1;21;233
38691;5;20260416;2;12;287
38692;5;20260416;3;2;1040
38693;5;20260416;4;3;873
38694;5;20260416;5;5;216
38695;6;20260416;1;17;1072
38696;6;20260416;2;9;961
38697;6;20260416;3;6;144
38698;6;20260416;4;12;198
38699;6;20260416;5;20;1014
38700;1;20260417;1;10;134
38701;1;20260417;2;25;250
38702;1;20260417;3;15;1045
38703;1;20260417;4;5;137
38704;1;20260417;5;17;112
38705;2;20260417;1;5;149
38706;2;20260417;2;20;1004
38707;2;20260417;3;7;794
38708;2;20260417;4;19;964
38709;2;20260417;5;4;281
38710;3;20260417;1;17;240
38711;3;20260417;2;2;1048
38712;3;20260417;3;16;1056
38713;3;20260417;4;10;1044
38714;3;20260417;5;11;1057
38715;4;20260417;1;9;775
38716;4;20260417;2;15;991
38717;4;20260417;3;3;973
38718;4;20260417;4;6;1008
38719;4;20260417;5;9;1053
38720;5;20260417;1;11;222
38721;5;20260417;2;11;276
38722;5;20260417;3;6;1034
38723;5;20260417;4;7;866
38724;5;20260417;5;13;203
38725;6;20260417;1;6;1066
38726;6;20260417;2;4;957
38727;6;20260417;3;22;122
38728;6;20260417;4;14;184
38729;6;20260417;5;2;1012
38730;1;20260418;1;23;111
38731;1;20260418;2;6;244
38732;1;20260418;3;10;1035
38733;1;20260418;4;13;124
38734;1;20260418;5;24;1088
38735;2;20260418;1;13;136
38736;2;20260418;2;20;984
38737;2;20260418;3;19;775
38738;2;20260418;4;13;951
38739;2;20260418;5;5;276
38740;3;20260418;1;14;226
38741;3;20260418;2;3;1045
38742;3;20260418;3;6;1050
38743;3;20260418;4;5;1039
38744;3;20260418;5;5;1052
38745;4;20260418;1;20;755
38746;4;20260418;2;23;968
38747;4;20260418;3;5;968
38748;4;20260418;4;12;996
38749;4;20260418;5;19;1034
38750;5;20260418;1;20;202
38751;5;20260418;2;4;272
38752;5;20260418;3;7;1027
38753;5;20260418;4;15;851
38754;5;20260418;5;19;184
38755;6;20260418;1;14;1052
38756;6;20260418;2;24;933
38757;6;20260418;3;11;111
38758;6;20260418;4;25;159
38759;6;20260418;5;21;991
38760;1;20260419;1;22;1089
38761;1;20260419;2;6;238
38762;1;20260419;3;8;1027
38763;1;20260419;4;12;112
38764;1;20260419;5;9;1079
38765;2;20260419;1;10;126
38766;2;20260419;2;19;965
38767;2;20260419;3;10;765
38768;2;20260419;4;18;933
38769;2;20260419;5;15;261
38770;3;20260419;1;10;216
38771;3;20260419;2;16;1029
38772;3;20260419;3;3;1047
38773;3;20260419;4;18;1021
38774;3;20260419;5;7;1045
38775;4;20260419;1;5;750
38776;4;20260419;2;9;959
38777;4;20260419;3;20;948
38778;4;20260419;4;18;978
38779;4;20260419;5;15;1019
38780;5;20260419;1;12;190
38781;5;20260419;2;10;262
38782;5;20260419;3;15;1012
38783;5;20260419;4;7;844
38784;5;20260419;5;6;178
38785;6;20260419;1;24;1028
38786;6;20260419;2;2;931
38787;6;20260419;3;7;104
38788;6;20260419;4;4;155
38789;6;20260419;5;7;984
38790;1;20260420;1;25;1064
38791;1;20260420;2;9;229
38792;1;20260420;3;16;1011
38793;1;20260420;4;4;108
38794;1;20260420;5;5;1074
38795;2;20260420;1;18;108
38796;2;20260420;2;4;961
38797;2;20260420;3;12;753
38798;2;20260420;4;4;929
38799;2;20260420;5;23;238
38800;3;20260420;1;21;195
38801;3;20260420;2;19;1010
38802;3;20260420;3;22;1025
38803;3;20260420;4;13;1008
38804;3;20260420;5;24;1021
38805;4;20260420;1;10;740
38806;4;20260420;2;12;947
38807;4;20260420;3;18;930
38808;4;20260420;4;6;972
38809;4;20260420;5;20;999
38810;5;20260420;1;11;179
38811;5;20260420;2;6;256
38812;5;20260420;3;2;1010
38813;5;20260420;4;8;836
38814;5;20260420;5;22;156
38815;6;20260420;1;10;1018
38816;6;20260420;2;23;908
38817;6;20260420;3;2;102
38818;6;20260420;4;4;151
38819;6;20260420;5;13;971
38820;1;20260421;1;2;1062
38821;1;20260421;2;2;227
38822;1;20260421;3;11;1000
38823;1;20260421;4;4;104
38824;1;20260421;5;7;1067
38825;2;20260421;1;21;1087
38826;2;20260421;2;5;956
38827;2;20260421;3;19;734
38828;2;20260421;4;6;923
38829;2;20260421;5;19;219
38830;3;20260421;1;24;171
38831;3;20260421;2;12;998
38832;3;20260421;3;5;1020
38833;3;20260421;4;19;989
38834;3;20260421;5;5;1016
38835;4;20260421;1;23;717
38836;4;20260421;2;15;932
38837;4;20260421;3;4;926
38838;4;20260421;4;22;950
38839;4;20260421;5;7;992
38840;5;20260421;1;22;157
38841;5;20260421;2;12;244
38842;5;20260421;3;13;997
38843;5;20260421;4;20;816
38844;5;20260421;5;2;154
38845;6;20260421;1;11;1007
38846;6;20260421;2;23;885
38847;6;20260421;3;14;1088
38848;6;20260421;4;5;146
38849;6;20260421;5;3;968
38850;1;20260422;1;11;1051
38851;1;20260422;2;22;205
38852;1;20260422;3;7;993
38853;1;20260422;4;6;1098
38854;1;20260422;5;16;1051
38855;2;20260422;1;15;1072
38856;2;20260422;2;9;947
38857;2;20260422;3;22;712
38858;2;20260422;4;11;912
38859;2;20260422;5;14;205
38860;3;20260422;1;2;169
38861;3;20260422;2;5;993
38862;3;20260422;3;21;999
38863;3;20260422;4;4;985
38864;3;20260422;5;12;1004
38865;4;20260422;1;9;708
38866;4;20260422;2;2;930
38867;4;20260422;3;13;913
38868;4;20260422;4;17;933
38869;4;20260422;5;25;967
38870;5;20260422;1;25;132
38871;5;20260422;2;22;222
38872;5;20260422;3;8;989
38873;5;20260422;4;25;791
38874;5;20260422;5;11;143
38875;6;20260422;1;17;990
38876;6;20260422;2;6;879
38877;6;20260422;3;10;1078
38878;6;20260422;4;9;137
38879;6;20260422;5;13;955
38880;1;20260423;1;10;1041
38881;1;20260423;2;8;197
38882;1;20260423;3;11;982
38883;1;20260423;4;3;1095
38884;1;20260423;5;11;1040
38885;2;20260423;1;25;1047
38886;2;20260423;2;15;932
38887;2;20260423;3;25;687
38888;2;20260423;4;14;898
38889;2;20260423;5;19;186
38890;3;20260423;1;6;163
38891;3;20260423;2;5;988
38892;3;20260423;3;6;993
38893;3;20260423;4;4;981
38894;3;20260423;5;12;992
38895;4;20260423;1;22;686
38896;4;20260423;2;15;915
38897;4;20260423;3;10;903
38898;4;20260423;4;21;912
38899;4;20260423;5;25;942
38900;5;20260423;1;13;119
38901;5;20260423;2;7;215
38902;5;20260423;3;13;976
38903;5;20260423;4;10;781
38904;5;20260423;5;20;123
38905;6;20260423;1;7;983
38906;6;20260423;2;2;877
38907;6;20260423;3;14;1064
38908;6;20260423;4;23;114
38909;6;20260423;5;24;931
38910;1;20260424;1;18;1023
38911;1;20260424;2;18;179
38912;1;20260424;3;10;972
38913;1;20260424;4;20;1075
38914;1;20260424;5;15;1025
38915;2;20260424;1;19;1028
38916;2;20260424;2;2;930
38917;2;20260424;3;14;673
38918;2;20260424;4;14;884
38919;2;20260424;5;10;176
38920;3;20260424;1;2;161
38921;3;20260424;2;13;975
38922;3;20260424;3;5;988
38923;3;20260424;4;5;976
38924;3;20260424;5;3;989
38925;4;20260424;1;7;679
38926;4;20260424;2;4;911
38927;4;20260424;3;7;896
38928;4;20260424;4;13;899
38929;4;20260424;5;11;931
38930;5;20260424;1;8;111
38931;5;20260424;2;23;192
38932;5;20260424;3;25;951
38933;5;20260424;4;10;771
38934;5;20260424;5;4;119
38935;6;20260424;1;25;958
38936;6;20260424;2;7;870
38937;6;20260424;3;9;1055
38938;6;20260424;4;2;112
38939;6;20260424;5;5;926
38940;1;20260425;1;19;1004
38941;1;20260425;2;18;161
38942;1;20260425;3;23;949
38943;1;20260425;4;16;1059
38944;1;20260425;5;18;1007
38945;2;20260425;1;25;1003
38946;2;20260425;2;2;928
38947;2;20260425;3;17;656
38948;2;20260425;4;6;878
38949;2;20260425;5;16;160
38950;3;20260425;1;21;140
38951;3;20260425;2;3;972
38952;3;20260425;3;24;964
38953;3;20260425;4;9;967
38954;3;20260425;5;16;973
38955;4;20260425;1;5;674
38956;4;20260425;2;15;896
38957;4;20260425;3;5;891
38958;4;20260425;4;15;884
38959;4;20260425;5;2;929
38960;5;20260425;1;19;1092
38961;5;20260425;2;24;168
38962;5;20260425;3;18;933
38963;5;20260425;4;5;766
38964;5;20260425;5;21;1098
38965;6;20260425;1;17;941
38966;6;20260425;2;6;864
38967;6;20260425;3;6;1049
38968;6;20260425;4;8;104
38969;6;20260425;5;23;903
38970;1;20260426;1;4;1000
38971;1;20260426;2;2;159
38972;1;20260426;3;17;932
38973;1;20260426;4;2;1057
38974;1;20260426;5;8;999
38975;2;20260426;1;8;995
38976;2;20260426;2;13;915
38977;2;20260426;3;3;653
38978;2;20260426;4;22;856
38979;2;20260426;5;18;142
38980;3;20260426;1;10;130
38981;3;20260426;2;7;965
38982;3;20260426;3;11;953
38983;3;20260426;4;8;959
38984;3;20260426;5;24;949
38985;4;20260426;1;25;649
38986;4;20260426;2;24;872
38987;4;20260426;3;5;886
38988;4;20260426;4;21;863
38989;4;20260426;5;19;910
38990;5;20260426;1;9;1083
38991;5;20260426;2;20;148
38992;5;20260426;3;6;927
38993;5;20260426;4;11;755
38994;5;20260426;5;19;1079
38995;6;20260426;1;11;930
38996;6;20260426;2;18;846
38997;6;20260426;3;4;1045
38998;6;20260426;4;9;1095
38999;6;20260426;5;2;901
39000;1;20260427;1;3;997
39001;1;20260427;2;23;136
39002;1;20260427;3;21;911
39003;1;20260427;4;16;1041
39004;1;20260427;5;7;992
39005;2;20260427;1;9;986
39006;2;20260427;2;25;890
39007;2;20260427;3;14;639
39008;2;20260427;4;2;854
39009;2;20260427;5;6;136
39010;3;20260427;1;11;119
39011;3;20260427;2;11;954
39012;3;20260427;3;15;938
39013;3;20260427;4;25;934
39014;3;20260427;5;13;936
39015;4;20260427;1;10;639
39016;4;20260427;2;15;857
39017;4;20260427;3;16;870
39018;4;20260427;4;16;847
39019;4;20260427;5;6;904
39020;5;20260427;1;3;1080
39021;5;20260427;2;13;135
39022;5;20260427;3;4;923
39023;5;20260427;4;16;739
39024;5;20260427;5;5;1074
39025;6;20260427;1;2;928
39026;6;20260427;2;16;830
39027;6;20260427;3;8;1037
39028;6;20260427;4;3;1092
39029;6;20260427;5;18;883
39030;1;20260428;1;13;984
39031;1;20260428;2;9;127
39032;1;20260428;3;10;901
39033;1;20260428;4;2;1039
39034;1;20260428;5;13;979
39035;2;20260428;1;2;984
39036;2;20260428;2;23;867
39037;2;20260428;3;18;621
39038;2;20260428;4;21;833
39039;2;20260428;5;6;130
39040;3;20260428;1;17;102
39041;3;20260428;2;8;946
39042;3;20260428;3;20;918
39043;3;20260428;4;15;919
39044;3;20260428;5;25;911
39045;4;20260428;1;4;635
39046;4;20260428;2;12;845
39047;4;20260428;3;21;849
39048;4;20260428;4;16;831
39049;4;20260428;5;15;889
39050;5;20260428;1;10;1070
39051;5;20260428;2;2;133
39052;5;20260428;3;12;911
39053;5;20260428;4;8;731
39054;5;20260428;5;23;1051
39055;6;20260428;1;22;906
39056;6;20260428;2;25;805
39057;6;20260428;3;12;1025
39058;6;20260428;4;15;1077
39059;6;20260428;5;16;867
39060;1;20260429;1;7;977
39061;1;20260429;2;5;122
39062;1;20260429;3;15;886
39063;1;20260429;4;20;1019
39064;1;20260429;5;2;977
39065;2;20260429;1;8;976
39066;2;20260429;2;20;847
39067;2;20260429;3;7;614
39068;2;20260429;4;7;826
39069;2;20260429;5;2;128
39070;3;20260429;1;7;1095
39071;3;20260429;2;25;921
39072;3;20260429;3;15;903
39073;3;20260429;4;20;899
39074;3;20260429;5;19;892
39075;4;20260429;1;2;633
39076;4;20260429;2;5;840
39077;4;20260429;3;10;839
39078;4;20260429;4;7;824
39079;4;20260429;5;23;866
39080;5;20260429;1;14;1056
39081;5;20260429;2;10;123
39082;5;20260429;3;17;894
39083;5;20260429;4;4;727
39084;5;20260429;5;3;1048
39085;6;20260429;1;15;891
39086;6;20260429;2;19;786
39087;6;20260429;3;2;1023
39088;6;20260429;4;4;1073
39089;6;20260429;5;16;851
39090;1;20260430;1;19;958
39091;1;20260430;2;9;113
39092;1;20260430;3;20;866
39093;1;20260430;4;3;1016
39094;1;20260430;5;25;952
39095;2;20260430;1;14;962
39096;2;20260430;2;12;835
39097;2;20260430;3;10;604
39098;2;20260430;4;3;823
39099;2;20260430;5;7;121
39100;3;20260430;1;13;1082
39101;3;20260430;2;21;900
39102;3;20260430;3;25;878
39103;3;20260430;4;21;878
39104;3;20260430;5;19;873
39105;4;20260430;1;12;621
39106;4;20260430;2;5;835
39107;4;20260430;3;24;815
39108;4;20260430;4;21;803
39109;4;20260430;5;9;857
39110;5;20260430;1;25;1031
39111;5;20260430;2;21;102
39112;5;20260430;3;9;885
39113;5;20260430;4;6;721
39114;5;20260430;5;16;1032
39115;6;20260430;1;24;867
39116;6;20260430;2;7;779
39117;6;20260430;3;17;1006
39118;6;20260430;4;7;1066
39119;6;20260430;5;19;832
